1.965185852e+02,7.739971043e-04
1.967180328e+02,-1.432536053e-03
1.969174957e+02,-7.397872978e-04
1.971169891e+02,-4.575563071e-04
1.973164825e+02,1.838777680e-04
1.975160065e+02,8.124831947e-05
1.977155304e+02,1.582203986e-04
1.979150848e+02,-1.047675614e-03
1.981146698e+02,6.970250397e-04
1.983142548e+02,8.766265819e-04
1.985138550e+02,-6.884725881e-04
1.987134857e+02,-1.381221344e-03
1.989131317e+02,6.457103300e-04
1.991127930e+02,1.235829666e-03
1.993124695e+02,5.559095371e-05
1.995121765e+02,-1.329906634e-03
1.997118835e+02,-1.432536053e-03
1.999116211e+02,-7.269586058e-05
2.001113739e+02,3.634793102e-04
2.003111420e+02,-3.549268586e-04
2.005109253e+02,-5.601857556e-04
2.007107391e+02,-9.963609045e-04
2.009105530e+02,2.095351374e-04
2.011103973e+02,1.582203986e-04
2.013102570e+02,1.441088505e-03
2.015101318e+02,-6.371578202e-04
2.017100220e+02,-6.628152332e-04
2.019099426e+02,1.774634235e-03
2.021098633e+02,5.687382072e-04
2.023098145e+02,-5.088710459e-04
2.025097809e+02,2.313438803e-03
2.027097626e+02,-1.496679470e-04
2.029097748e+02,8.766265819e-04
2.031097870e+02,-8.167593624e-04
2.033098297e+02,4.661087587e-04
2.035098877e+02,6.713676848e-04
2.037099609e+02,1.069056816e-04
2.039100494e+02,-1.073332969e-03
2.041101532e+02,1.928578480e-03
2.043102875e+02,-3.549268586e-04
2.045104370e+02,-2.779547649e-04
2.047105865e+02,3.891366650e-04
2.049107666e+02,-3.036121198e-04
2.051109772e+02,-2.138113632e-05
2.053111877e+02,7.739971043e-04
2.055114288e+02,-3.292695037e-04
2.057116699e+02,1.107542892e-03
2.059119415e+02,-1.753253164e-04
2.061122284e+02,7.996544591e-04
2.063125305e+02,-9.835322271e-05
2.065128632e+02,-6.371578202e-04
2.067131958e+02,5.943955621e-04
2.069135590e+02,1.838777680e-04
2.071139374e+02,-9.835322271e-05
2.073143311e+02,-9.450461948e-04
2.075147400e+02,2.865072165e-04
2.077151642e+02,9.279412916e-04
2.079156189e+02,-4.575563071e-04
2.081160889e+02,1.107542892e-03
2.083165741e+02,4.147940490e-04
2.085170746e+02,5.559095371e-05
2.087175903e+02,-5.345284007e-04
2.089181213e+02,-2.779547649e-04
2.091186829e+02,-4.318989522e-04
2.093192444e+02,2.608498617e-04
2.095198364e+02,2.351924923e-04
2.097204437e+02,-9.193888400e-04
2.099210663e+02,-1.496679470e-04
2.101217194e+02,2.082522726e-03
2.103223724e+02,-9.707035497e-04
2.105230560e+02,8.509692270e-04
2.107237549e+02,1.389773795e-03
2.109244690e+02,4.147940490e-04
2.111251984e+02,-1.150305150e-03
2.113259430e+02,-5.345284007e-04
2.115267181e+02,1.595032751e-03
2.117274933e+02,-1.535165589e-03
2.119282990e+02,2.095351374e-04
2.121291199e+02,2.865072165e-04
2.123299561e+02,-1.047675614e-03
2.125308075e+02,5.174234975e-04
2.127316895e+02,-5.601857556e-04
2.129325714e+02,7.226823946e-04
2.131334839e+02,1.838777680e-04
2.133344116e+02,1.415431150e-03
2.135353546e+02,-6.115004653e-04
2.137363129e+02,1.287144376e-03
2.139373016e+02,3.634793102e-04
2.141382904e+02,1.838777680e-04
2.143393097e+02,1.338459086e-03
2.145403442e+02,1.582203986e-04
2.147413940e+02,1.851606416e-03
2.149424591e+02,6.970250397e-04
2.151435394e+02,4.917661427e-04
2.153446503e+02,2.865072165e-04
2.155457611e+02,3.891366650e-04
2.157469025e+02,-4.703849845e-05
2.159480591e+02,-1.714767073e-03
2.161492310e+02,1.492403331e-03
2.163504181e+02,6.713676848e-04
2.165516357e+02,1.466745976e-03
2.167528534e+02,7.996544591e-04
2.169541016e+02,2.608498617e-04
2.171553650e+02,7.739971043e-04
2.173566437e+02,1.158857602e-03
2.175579376e+02,-1.406878699e-03
2.177592621e+02,-1.496679470e-04
2.179605865e+02,1.851606416e-03
2.181619415e+02,1.107542892e-03
2.183633118e+02,-7.911020075e-04
2.185646973e+02,-2.266400406e-04
2.187660980e+02,-1.098990440e-03
2.189675140e+02,-2.266400406e-04
2.191689453e+02,-1.124647795e-03
2.193704071e+02,-1.560822944e-03
2.195718842e+02,3.121645714e-04
2.197733612e+02,2.351924923e-04
2.199748688e+02,-1.240105921e-04
2.201764069e+02,1.415431150e-03
2.203779449e+02,-1.689109718e-03
2.205794983e+02,5.687382072e-04
2.207810822e+02,2.608498617e-04
2.209826813e+02,4.917661427e-04
2.211842957e+02,5.174234975e-04
2.213859253e+02,-5.601857556e-04
2.215875702e+02,-9.450461948e-04
2.217892303e+02,2.351924923e-04
2.219909210e+02,3.634793102e-04
2.221926270e+02,-4.703849845e-05
2.223943329e+02,-4.703849845e-05
2.225960693e+02,5.174234975e-04
2.227978210e+02,-5.601857556e-04
2.229996033e+02,5.559095371e-05
2.232013855e+02,1.210172311e-03
2.234031982e+02,1.800291589e-03
2.236050110e+02,-8.424167754e-04
2.238068542e+02,9.792560013e-04
2.240087128e+02,-1.496679470e-04
2.242105865e+02,2.608498617e-04
2.244124908e+02,-2.009826712e-04
2.246143951e+02,1.004913356e-03
2.248163300e+02,-5.088710459e-04
2.250182648e+02,-4.062415683e-04
2.252202301e+02,-6.884725881e-04
2.254222107e+02,-9.450461948e-04
2.256242065e+02,3.891366650e-04
2.258262329e+02,3.121645714e-04
2.260282593e+02,-6.371578202e-04
2.262303162e+02,5.943955621e-04
2.264323730e+02,-3.036121198e-04
2.266344604e+02,1.338459086e-03
2.268365631e+02,1.081885421e-03
2.270386810e+02,1.838777680e-04
2.272408295e+02,1.287144376e-03
2.274429779e+02,-5.858431105e-04
2.276451569e+02,4.404514038e-04
2.278473511e+02,-5.088710459e-04
2.280495453e+02,-3.549268586e-04
2.282517700e+02,7.226823946e-04
2.284540253e+02,-4.318989522e-04
2.286562805e+02,-1.496679470e-04
2.288585510e+02,2.608498617e-04
2.290608521e+02,-1.432536053e-03
2.292631683e+02,-8.424167754e-04
2.294654846e+02,-9.450461948e-04
2.296678314e+02,-1.496679470e-04
2.298702087e+02,1.312801731e-03
2.300725861e+02,5.943955621e-04
2.302749786e+02,1.133200247e-03
2.304774017e+02,1.902921125e-03
2.306798248e+02,1.800291589e-03
2.308822784e+02,1.069056816e-04
2.310847473e+02,-7.397872978e-04
2.312872314e+02,-1.753253164e-04
2.314897461e+02,6.200529169e-04
2.316922607e+02,1.582203986e-04
2.318948059e+02,1.210172311e-03
2.320973511e+02,2.351924923e-04
2.322999268e+02,3.891366650e-04
2.325025177e+02,1.107542892e-03
2.327051239e+02,1.492403331e-03
2.329077454e+02,3.634793102e-04
2.331103821e+02,2.351924923e-04
2.333130493e+02,-7.397872978e-04
2.335157318e+02,-3.036121198e-04
2.337184143e+02,-2.138113632e-05
2.339211273e+02,2.236466855e-03
2.341238556e+02,3.121645714e-04
2.343265991e+02,7.483397494e-04
2.345293732e+02,2.993358976e-05
2.347321472e+02,-6.371578202e-04
2.349349518e+02,-1.329906634e-03
2.351377563e+02,-1.240105921e-04
2.353405914e+02,1.582203986e-04
2.355434418e+02,1.287144376e-03
2.357463074e+02,7.739971043e-04
2.359491882e+02,6.200529169e-04
2.361520996e+02,4.917661427e-04
2.363550110e+02,1.056228066e-03
2.365579529e+02,-4.062415683e-04
2.367608948e+02,2.865072165e-04
2.369638672e+02,4.661087587e-04
2.371668549e+02,-1.240105921e-04
2.373698578e+02,-7.397872978e-04
2.375728912e+02,-2.138113632e-05
2.377759247e+02,6.457103300e-04
2.379789886e+02,8.509692270e-04
2.381820526e+02,-1.124647795e-03
2.383851471e+02,4.147940490e-04
2.385882568e+02,1.210172311e-03
2.387913818e+02,2.608498617e-04
2.389945221e+02,8.766265819e-04
2.391976929e+02,5.687382072e-04
2.394008636e+02,9.022839367e-04
2.396040649e+02,1.415431150e-03
2.398072662e+02,3.121645714e-04
2.400104980e+02,-2.266400406e-04
2.402137451e+02,-1.252934569e-03
2.404170074e+02,4.147940490e-04
2.406202850e+02,-2.779547649e-04
2.408235931e+02,1.030570711e-03
2.410269012e+02,2.108179964e-03
2.412302399e+02,1.364116441e-03
2.414335785e+02,-6.628152332e-04
2.416369476e+02,6.200529169e-04
2.418403320e+02,-6.115004653e-04
2.420437317e+02,1.518060686e-03
2.422471466e+02,-2.522974100e-04
2.424505920e+02,4.147940490e-04
2.426540375e+02,1.004913356e-03
2.428575134e+02,2.095351374e-04
2.430609894e+02,-1.432536053e-03
2.432644958e+02,1.838777680e-04
2.434680176e+02,2.993358976e-05
2.436715546e+02,-2.022655448e-03
2.438751068e+02,-7.911020075e-04
2.440786896e+02,2.351924923e-04
2.442822723e+02,5.559095371e-05
2.444858856e+02,2.570012584e-03
2.446894989e+02,1.069056816e-04
2.448931427e+02,1.620690105e-03
2.450968018e+02,1.518060686e-03
2.453004761e+02,4.404514038e-04
2.455041656e+02,8.253118722e-04
2.457078857e+02,-1.894368674e-03
2.459116058e+02,-9.835322271e-05
