in s,C1 in V
2.0405078E+01,5.19410E-01
2.0405445E+01,5.18434E-01
2.0405813E+01,5.19410E-01
2.0406180E+01,5.26246E-01
2.0406548E+01,5.24293E-01
2.0406916E+01,5.24293E-01
2.0407283E+01,5.18434E-01
2.0407651E+01,5.24293E-01
2.0408018E+01,5.30152E-01
2.0408386E+01,5.29176E-01
2.0408753E+01,5.25270E-01
2.0409121E+01,5.19410E-01
2.0409488E+01,5.20387E-01
2.0409856E+01,5.32105E-01
2.0410223E+01,5.34059E-01
2.0410591E+01,5.28199E-01
2.0410958E+01,5.27223E-01
2.0411326E+01,5.24293E-01
2.0411693E+01,5.25270E-01
2.0412061E+01,5.28199E-01
2.0412428E+01,5.28199E-01
2.0412796E+01,5.18434E-01
2.0413163E+01,5.21363E-01
2.0413531E+01,5.23316E-01
2.0413898E+01,5.27223E-01
2.0414266E+01,5.28199E-01
2.0414633E+01,5.18434E-01
2.0415001E+01,5.16480E-01
2.0415368E+01,5.20387E-01
2.0415736E+01,5.21363E-01
2.0416104E+01,5.25270E-01
2.0416471E+01,5.25270E-01
2.0416839E+01,5.22340E-01
2.0417206E+01,5.26246E-01
2.0417574E+01,5.29176E-01
2.0417941E+01,5.30152E-01
2.0418309E+01,5.28199E-01
2.0418676E+01,5.21363E-01
2.0419044E+01,5.21363E-01
2.0419411E+01,5.27223E-01
2.0419779E+01,5.29176E-01
2.0420146E+01,5.28199E-01
2.0420514E+01,5.21363E-01
2.0420881E+01,5.21363E-01
2.0421249E+01,5.24293E-01
2.0421616E+01,5.26246E-01
2.0421984E+01,5.21363E-01
2.0422351E+01,5.21363E-01
2.0422719E+01,5.19410E-01
2.0423086E+01,5.23316E-01
2.0423454E+01,5.30152E-01
2.0423821E+01,5.25270E-01
2.0424189E+01,5.21363E-01
2.0424556E+01,5.17457E-01
2.0424924E+01,5.20387E-01
2.0425292E+01,5.28199E-01
2.0425659E+01,5.28199E-01
2.0426027E+01,5.19410E-01
2.0426394E+01,5.23316E-01
2.0426762E+01,5.25270E-01
2.0427129E+01,5.30152E-01
2.0427497E+01,5.32105E-01
2.0427864E+01,5.28199E-01
2.0428232E+01,5.19410E-01
2.0428599E+01,5.21363E-01
2.0428967E+01,5.28199E-01
2.0429334E+01,5.29176E-01
2.0429702E+01,5.28199E-01
2.0430069E+01,5.24293E-01
2.0430437E+01,5.25270E-01
2.0430804E+01,5.25270E-01
2.0431172E+01,5.25270E-01
2.0431539E+01,5.23316E-01
2.0431907E+01,5.20387E-01
2.0432274E+01,5.17457E-01
2.0432642E+01,5.24293E-01
2.0433009E+01,5.32105E-01
2.0433377E+01,5.28199E-01
2.0433744E+01,5.19410E-01
2.0434112E+01,5.17457E-01
2.0434480E+01,5.21363E-01
2.0434847E+01,5.28199E-01
2.0435215E+01,5.27223E-01
2.0435582E+01,5.21363E-01
2.0435950E+01,5.21363E-01
2.0436317E+01,5.26246E-01
2.0436685E+01,5.30152E-01
2.0437052E+01,5.32105E-01
2.0437420E+01,5.24293E-01
2.0437787E+01,5.18434E-01
2.0438155E+01,5.25270E-01
2.0438522E+01,5.29176E-01
2.0438890E+01,5.30152E-01
2.0439257E+01,5.26246E-01
2.0439625E+01,5.21363E-01
2.0439992E+01,5.21363E-01
2.0440360E+01,5.25270E-01
2.0440727E+01,5.24293E-01
2.0441095E+01,5.22340E-01
2.0441462E+01,5.16480E-01
2.0441830E+01,5.20387E-01
2.0442197E+01,5.22340E-01
2.0442565E+01,5.28199E-01
2.0442932E+01,5.26246E-01
2.0443300E+01,5.22340E-01
2.0443668E+01,5.15504E-01
2.0444035E+01,5.22340E-01
2.0444403E+01,5.25270E-01
2.0444770E+01,5.27223E-01
2.0445138E+01,5.23316E-01
2.0445505E+01,5.24293E-01
2.0445873E+01,5.27223E-01
2.0446240E+01,5.32105E-01
2.0446608E+01,5.29176E-01
2.0446975E+01,5.25270E-01
2.0447343E+01,5.18434E-01
2.0447710E+01,5.21363E-01
2.0448078E+01,5.29176E-01
2.0448445E+01,5.32105E-01
2.0448813E+01,5.26246E-01
2.0449180E+01,5.21363E-01
2.0449548E+01,5.24293E-01
2.0449915E+01,5.26246E-01
2.0450283E+01,5.25270E-01
2.0450650E+01,5.21363E-01
2.0451018E+01,5.18434E-01
2.0451385E+01,5.18434E-01
2.0451753E+01,5.28199E-01
2.0452120E+01,5.29176E-01
2.0452488E+01,5.21363E-01
2.0452856E+01,5.19410E-01
2.0453223E+01,5.19410E-01
2.0453591E+01,5.23316E-01
2.0453958E+01,5.27223E-01
2.0454326E+01,5.25270E-01
2.0454693E+01,5.22340E-01
2.0455061E+01,5.26246E-01
2.0455428E+01,5.24293E-01
2.0455796E+01,5.32105E-01
2.0456163E+01,5.30152E-01
2.0456531E+01,5.23316E-01
2.0456898E+01,5.17457E-01
2.0457266E+01,5.23316E-01
2.0457633E+01,5.28199E-01
2.0458001E+01,5.30152E-01
2.0458368E+01,5.25270E-01
2.0458736E+01,5.22340E-01
2.0459103E+01,5.23316E-01
2.0459471E+01,5.28199E-01
2.0459838E+01,5.24293E-01
2.0460206E+01,5.21363E-01
2.0460573E+01,5.20387E-01
2.0460941E+01,5.21363E-01
2.0461308E+01,5.28199E-01
2.0461676E+01,5.27223E-01
2.0462044E+01,5.23316E-01
2.0462411E+01,5.19410E-01
2.0462779E+01,5.18434E-01
2.0463146E+01,5.24293E-01
2.0463514E+01,5.27223E-01
2.0463881E+01,5.24293E-01
2.0464249E+01,5.22340E-01
2.0464616E+01,5.22340E-01
2.0464984E+01,5.28199E-01
2.0465351E+01,5.32105E-01
2.0465719E+01,5.27223E-01
2.0466086E+01,5.24293E-01
2.0466454E+01,5.20387E-01
2.0466821E+01,5.28199E-01
2.0467189E+01,5.29176E-01
2.0467556E+01,5.28199E-01
2.0467924E+01,5.25270E-01
2.0468291E+01,5.23316E-01
2.0468659E+01,5.25270E-01
2.0469026E+01,5.26246E-01
2.0469394E+01,5.23316E-01
2.0469761E+01,5.21363E-01
2.0470129E+01,5.14527E-01
2.0470496E+01,5.22340E-01
2.0470864E+01,5.26246E-01
2.0471232E+01,5.25270E-01
2.0471599E+01,5.20387E-01
2.0471967E+01,5.19410E-01
2.0472334E+01,5.20387E-01
2.0472702E+01,5.21363E-01
2.0473069E+01,5.23316E-01
2.0473437E+01,5.25270E-01
2.0473804E+01,5.22340E-01
2.0474172E+01,5.22340E-01
2.0474539E+01,5.25270E-01
2.0474907E+01,5.33082E-01
2.0475274E+01,5.28199E-01
2.0475642E+01,5.19410E-01
2.0476009E+01,5.20387E-01
2.0476377E+01,5.27223E-01
2.0476744E+01,5.29176E-01
2.0477112E+01,5.33082E-01
2.0477479E+01,5.21363E-01
2.0477847E+01,5.21363E-01
2.0478214E+01,5.26246E-01
2.0478582E+01,5.26246E-01
2.0478949E+01,5.25270E-01
2.0479317E+01,5.18434E-01
2.0479684E+01,5.19410E-01
2.0480052E+01,5.23316E-01
2.0480420E+01,5.28199E-01
2.0480787E+01,5.27223E-01
2.0481155E+01,5.21363E-01
2.0481522E+01,5.19410E-01
2.0481890E+01,5.23316E-01
2.0482257E+01,5.25270E-01
2.0482625E+01,5.28199E-01
2.0482992E+01,5.27223E-01
2.0483360E+01,5.23316E-01
2.0483727E+01,5.28199E-01
2.0484095E+01,5.27223E-01
2.0484462E+01,5.29176E-01
2.0484830E+01,5.26246E-01
2.0485197E+01,5.23316E-01
2.0485565E+01,5.20387E-01
2.0485932E+01,5.28199E-01
2.0486300E+01,5.34059E-01
2.0486667E+01,5.29176E-01
2.0487035E+01,5.24293E-01
2.0487402E+01,5.22340E-01
2.0487770E+01,5.24293E-01
2.0488137E+01,5.25270E-01
2.0488505E+01,5.24293E-01
2.0488872E+01,5.18434E-01
2.0489240E+01,5.21363E-01
2.0489608E+01,5.25270E-01
2.0489975E+01,5.27223E-01
2.0490343E+01,5.25270E-01
2.0490710E+01,5.21363E-01
2.0491078E+01,5.14527E-01
2.0491445E+01,5.23316E-01
2.0491813E+01,5.26246E-01
2.0492180E+01,5.23316E-01
2.0492548E+01,5.24293E-01
2.0492915E+01,5.21363E-01
2.0493283E+01,5.25270E-01
2.0493650E+01,5.30152E-01
2.0494018E+01,5.31129E-01
2.0494385E+01,5.23316E-01
2.0494753E+01,5.21363E-01
2.0495120E+01,5.20387E-01
2.0495488E+01,5.28199E-01
2.0495855E+01,5.33082E-01
2.0496223E+01,5.30152E-01
2.0496590E+01,5.25270E-01
2.0496958E+01,5.19410E-01
2.0497325E+01,5.25270E-01
2.0497693E+01,5.28199E-01
2.0498060E+01,5.24293E-01
2.0498428E+01,5.17457E-01
2.0498796E+01,5.20387E-01
2.0499163E+01,5.25270E-01
2.0499531E+01,5.26246E-01
2.0499898E+01,5.24293E-01
2.0500266E+01,5.20387E-01
2.0500633E+01,5.18434E-01
2.0501001E+01,5.23316E-01
2.0501368E+01,5.27223E-01
2.0501736E+01,5.24293E-01
2.0502103E+01,5.25270E-01
2.0502471E+01,5.24293E-01
2.0502838E+01,5.25270E-01
2.0503206E+01,5.33082E-01
2.0503573E+01,5.27223E-01
2.0503941E+01,5.26246E-01
2.0504308E+01,5.23316E-01
2.0504676E+01,5.24293E-01
2.0505043E+01,5.32105E-01
2.0505411E+01,5.32105E-01
2.0505778E+01,5.29176E-01
2.0506146E+01,5.23316E-01
2.0506513E+01,5.22340E-01
2.0506881E+01,5.28199E-01
2.0507248E+01,5.28199E-01
2.0507616E+01,5.24293E-01
2.0507984E+01,5.18434E-01
2.0508351E+01,5.16480E-01
2.0508719E+01,5.24293E-01
2.0509086E+01,5.29176E-01
2.0509454E+01,5.25270E-01
2.0509821E+01,5.18434E-01
2.0510189E+01,5.18434E-01
2.0510556E+01,5.20387E-01
2.0510924E+01,5.28199E-01
2.0511291E+01,5.23316E-01
2.0511659E+01,5.25270E-01
2.0512026E+01,5.25270E-01
2.0512394E+01,5.26246E-01
2.0512761E+01,5.30152E-01
2.0513129E+01,5.29176E-01
2.0513496E+01,5.21363E-01
2.0513864E+01,5.22340E-01
2.0514231E+01,5.20387E-01
2.0514599E+01,5.29176E-01
2.0514966E+01,5.29176E-01
2.0515334E+01,5.24293E-01
2.0515701E+01,5.20387E-01
2.0516069E+01,5.21363E-01
2.0516436E+01,5.25270E-01
2.0516804E+01,5.26246E-01
2.0517172E+01,5.27223E-01
2.0517539E+01,5.18434E-01
2.0517907E+01,5.21363E-01
2.0518274E+01,5.25270E-01
2.0518642E+01,5.30152E-01
2.0519009E+01,5.28199E-01
2.0519377E+01,5.18434E-01
2.0519744E+01,5.18434E-01
2.0520112E+01,5.20387E-01
2.0520479E+01,5.29176E-01
2.0520847E+01,5.25270E-01
2.0521214E+01,5.23316E-01
2.0521582E+01,5.21363E-01
2.0521949E+01,5.29176E-01
2.0522317E+01,5.32105E-01
2.0522684E+01,5.27223E-01
2.0523052E+01,5.26246E-01
2.0523419E+01,5.21363E-01
2.0523787E+01,5.28199E-01
2.0524154E+01,5.34059E-01
2.0524522E+01,5.27223E-01
2.0524889E+01,5.24293E-01
2.0525257E+01,5.22340E-01
2.0525624E+01,5.24293E-01
2.0525992E+01,5.24293E-01
2.0526360E+01,5.28199E-01
2.0526727E+01,5.20387E-01
2.0527095E+01,5.21363E-01
2.0527462E+01,5.21363E-01
2.0527830E+01,5.27223E-01
2.0528197E+01,5.32105E-01
2.0528565E+01,5.24293E-01
2.0528932E+01,5.19410E-01
2.0529300E+01,5.18434E-01
2.0529667E+01,5.24293E-01
2.0530035E+01,5.24293E-01
2.0530402E+01,5.23316E-01
2.0530770E+01,5.22340E-01
2.0531137E+01,5.23316E-01
2.0531505E+01,5.25270E-01
2.0531872E+01,5.34059E-01
2.0532240E+01,5.28199E-01
2.0532607E+01,5.19410E-01
2.0532975E+01,5.20387E-01
2.0533342E+01,5.26246E-01
2.0533710E+01,5.30152E-01
2.0534077E+01,5.29176E-01
2.0534445E+01,5.27223E-01
2.0534812E+01,5.21363E-01
2.0535180E+01,5.21363E-01
2.0535548E+01,5.26246E-01
2.0535915E+01,5.24293E-01
2.0536283E+01,5.21363E-01
2.0536650E+01,5.17457E-01
2.0537018E+01,5.18434E-01
2.0537385E+01,5.28199E-01
2.0537753E+01,5.28199E-01
2.0538120E+01,5.23316E-01
2.0538488E+01,5.16480E-01
2.0538855E+01,5.20387E-01
2.0539223E+01,5.25270E-01
2.0539590E+01,5.29176E-01
2.0539958E+01,5.25270E-01
2.0540325E+01,5.24293E-01
2.0540693E+01,5.22340E-01
2.0541060E+01,5.29176E-01
2.0541428E+01,5.29176E-01
2.0541795E+01,5.30152E-01
2.0542163E+01,5.19410E-01
2.0542530E+01,5.18434E-01
2.0542898E+01,5.25270E-01
2.0543265E+01,5.29176E-01
2.0543633E+01,5.28199E-01
2.0544000E+01,5.25270E-01
2.0544368E+01,5.21363E-01
2.0544736E+01,5.23316E-01
2.0545103E+01,5.30152E-01
2.0545471E+01,5.27223E-01
2.0545838E+01,5.21363E-01
2.0546206E+01,5.20387E-01
2.0546573E+01,5.22340E-01
2.0546941E+01,5.28199E-01
2.0547308E+01,5.28199E-01
2.0547676E+01,5.23316E-01
2.0548043E+01,5.19410E-01
2.0548411E+01,5.19410E-01
2.0548778E+01,5.24293E-01
2.0549146E+01,5.25270E-01
2.0549513E+01,5.24293E-01
2.0549881E+01,5.25270E-01
2.0550248E+01,5.25270E-01
2.0550616E+01,5.30152E-01
2.0550983E+01,5.29176E-01
2.0551351E+01,5.25270E-01
2.0551718E+01,5.21363E-01
2.0552086E+01,5.22340E-01
2.0552453E+01,5.28199E-01
2.0552821E+01,5.32105E-01
2.0553188E+01,5.30152E-01
2.0553556E+01,5.26246E-01
2.0553924E+01,5.24293E-01
2.0554291E+01,5.26246E-01
2.0554659E+01,5.26246E-01
2.0555026E+01,5.23316E-01
2.0555394E+01,5.20387E-01
2.0555761E+01,5.22340E-01
2.0556129E+01,5.21363E-01
2.0556496E+01,5.26246E-01
2.0556864E+01,5.28199E-01
2.0557231E+01,5.17457E-01
2.0557599E+01,5.18434E-01
2.0557966E+01,5.20387E-01
2.0558334E+01,5.27223E-01
2.0558701E+01,5.27223E-01
2.0559069E+01,5.23316E-01
2.0559436E+01,5.21363E-01
2.0559804E+01,5.25270E-01
2.0560171E+01,5.31129E-01
2.0560539E+01,5.32105E-01
2.0560906E+01,5.29176E-01
2.0561274E+01,5.21363E-01
2.0561641E+01,5.23316E-01
2.0562009E+01,5.28199E-01
2.0562376E+01,5.36988E-01
2.0562744E+01,5.28199E-01
2.0563112E+01,5.24293E-01
2.0563479E+01,5.22340E-01
2.0563847E+01,5.28199E-01
2.0564214E+01,5.25270E-01
2.0564582E+01,5.24293E-01
2.0564949E+01,5.20387E-01
2.0565317E+01,5.19410E-01
2.0565684E+01,5.20387E-01
2.0566052E+01,5.26246E-01
2.0566419E+01,5.25270E-01
2.0566787E+01,5.19410E-01
2.0567154E+01,5.17457E-01
2.0567522E+01,5.21363E-01
2.0567889E+01,5.25270E-01
2.0568257E+01,5.25270E-01
2.0568624E+01,5.25270E-01
2.0568992E+01,5.25270E-01
2.0569359E+01,5.25270E-01
2.0569727E+01,5.26246E-01
2.0570094E+01,5.28199E-01
2.0570462E+01,5.26246E-01
2.0570829E+01,5.20387E-01
2.0571197E+01,5.24293E-01
2.0571564E+01,5.31129E-01
2.0571932E+01,5.29176E-01
2.0572300E+01,5.27223E-01
2.0572667E+01,5.25270E-01
2.0573035E+01,5.24293E-01
2.0573402E+01,5.28199E-01
2.0573770E+01,5.25270E-01
2.0574137E+01,5.21363E-01
2.0574505E+01,5.19410E-01
2.0574872E+01,5.21363E-01
2.0575240E+01,5.21363E-01
2.0575607E+01,5.32105E-01
2.0575975E+01,5.26246E-01
2.0576342E+01,5.21363E-01
2.0576710E+01,5.18434E-01
2.0577077E+01,5.22340E-01
2.0577445E+01,5.23316E-01
2.0577812E+01,5.27223E-01
2.0578180E+01,5.23316E-01
2.0578547E+01,5.24293E-01
2.0578915E+01,5.25270E-01
2.0579282E+01,5.29176E-01
2.0579650E+01,5.28199E-01
2.0580017E+01,5.21363E-01
2.0580385E+01,5.25270E-01
2.0580752E+01,5.23316E-01
2.0581120E+01,5.32105E-01
2.0581488E+01,5.29176E-01
2.0581855E+01,5.26246E-01
2.0582223E+01,5.25270E-01
2.0582590E+01,5.22340E-01
2.0582958E+01,5.25270E-01
2.0583325E+01,5.25270E-01
2.0583693E+01,5.25270E-01
2.0584060E+01,5.18434E-01
2.0584428E+01,5.21363E-01
2.0584795E+01,5.25270E-01
2.0585163E+01,5.28199E-01
2.0585530E+01,5.25270E-01
2.0585898E+01,5.17457E-01
2.0586265E+01,5.16480E-01
2.0586633E+01,5.23316E-01
2.0587000E+01,5.28199E-01
2.0587368E+01,5.23316E-01
2.0587735E+01,5.28199E-01
2.0588103E+01,5.23316E-01
2.0588470E+01,5.29176E-01
2.0588838E+01,5.29176E-01
2.0589205E+01,5.28199E-01
2.0589573E+01,5.24293E-01
2.0589940E+01,5.18434E-01
2.0590308E+01,5.24293E-01
2.0590676E+01,5.30152E-01
2.0591043E+01,5.26246E-01
2.0591411E+01,5.28199E-01
2.0591778E+01,5.21363E-01
2.0592146E+01,5.21363E-01
2.0592513E+01,5.24293E-01
2.0592881E+01,5.27223E-01
2.0593248E+01,5.21363E-01
2.0593616E+01,5.17457E-01
2.0593983E+01,5.21363E-01
2.0594351E+01,5.25270E-01
2.0594718E+01,5.28199E-01
2.0595086E+01,5.23316E-01
2.0595453E+01,5.15504E-01
2.0595821E+01,5.18434E-01
2.0596188E+01,5.22340E-01
2.0596556E+01,5.28199E-01
2.0596923E+01,5.25270E-01
2.0597291E+01,5.24293E-01
2.0597658E+01,5.24293E-01
2.0598026E+01,5.28199E-01
2.0598393E+01,5.32105E-01
2.0598761E+01,5.28199E-01
2.0599128E+01,5.21363E-01
2.0599496E+01,5.20387E-01
2.0599864E+01,5.28199E-01
2.0600231E+01,5.34059E-01
2.0600599E+01,5.32105E-01
2.0600966E+01,5.30152E-01
2.0601334E+01,5.22340E-01
2.0601701E+01,5.24293E-01
2.0602069E+01,5.26246E-01
2.0602436E+01,5.24293E-01
2.0602804E+01,5.19410E-01
2.0603171E+01,5.18434E-01
2.0603539E+01,5.23316E-01
2.0603906E+01,5.28199E-01
2.0604274E+01,5.30152E-01
2.0604641E+01,5.24293E-01
2.0605009E+01,5.18434E-01
2.0605376E+01,5.17457E-01
2.0605744E+01,5.24293E-01
2.0606111E+01,5.29176E-01
2.0606479E+01,5.26246E-01
2.0606846E+01,5.25270E-01
2.0607214E+01,5.20387E-01
2.0607581E+01,5.26246E-01
2.0607949E+01,5.29176E-01
2.0608316E+01,5.27223E-01
2.0608684E+01,5.21363E-01
2.0609052E+01,5.21363E-01
2.0609419E+01,5.26246E-01
2.0609787E+01,5.32105E-01
2.0610154E+01,5.29176E-01
2.0610522E+01,5.25270E-01
2.0610889E+01,5.19410E-01
2.0611257E+01,5.27223E-01
2.0611624E+01,5.27223E-01
2.0611992E+01,5.25270E-01
2.0612359E+01,5.18434E-01
2.0612727E+01,5.18434E-01
2.0613094E+01,5.23316E-01
2.0613462E+01,5.27223E-01
2.0613829E+01,5.25270E-01
2.0614197E+01,5.20387E-01
2.0614564E+01,5.14527E-01
2.0614932E+01,5.21363E-01
2.0615299E+01,5.25270E-01
2.0615667E+01,5.28199E-01
2.0616034E+01,5.24293E-01
2.0616402E+01,5.26246E-01
2.0616769E+01,5.26246E-01
2.0617137E+01,5.29176E-01
2.0617504E+01,5.28199E-01
2.0617872E+01,5.22340E-01
2.0618240E+01,5.23316E-01
2.0618607E+01,5.22340E-01
2.0618975E+01,5.25270E-01
2.0619342E+01,5.32105E-01
2.0619710E+01,5.28199E-01
2.0620077E+01,5.26246E-01
2.0620445E+01,5.24293E-01
2.0620812E+01,5.27223E-01
2.0621180E+01,5.28199E-01
2.0621547E+01,5.24293E-01
2.0621915E+01,5.20387E-01
2.0622282E+01,5.20387E-01
2.0622650E+01,5.23316E-01
2.0623017E+01,5.26246E-01
2.0623385E+01,5.25270E-01
2.0623752E+01,5.20387E-01
2.0624120E+01,5.15504E-01
2.0624487E+01,5.23316E-01
2.0624855E+01,5.21363E-01
2.0625222E+01,5.27223E-01
2.0625590E+01,5.25270E-01
2.0625957E+01,5.25270E-01
2.0626325E+01,5.25270E-01
2.0626692E+01,5.29176E-01
2.0627060E+01,5.28199E-01
2.0627428E+01,5.25270E-01
2.0627795E+01,5.18434E-01
2.0628163E+01,5.24293E-01
2.0628530E+01,5.29176E-01
2.0628898E+01,5.32105E-01
2.0629265E+01,5.25270E-01
2.0629633E+01,5.24293E-01
2.0630000E+01,5.21363E-01
2.0630368E+01,5.25270E-01
2.0630735E+01,5.25270E-01
2.0631103E+01,5.21363E-01
2.0631470E+01,5.17457E-01
2.0631838E+01,5.20387E-01
2.0632205E+01,5.24293E-01
2.0632573E+01,5.29176E-01
2.0632940E+01,5.23316E-01
2.0633308E+01,5.21363E-01
2.0633675E+01,5.19410E-01
2.0634043E+01,5.20387E-01
2.0634410E+01,5.27223E-01
2.0634778E+01,5.24293E-01
2.0635145E+01,5.26246E-01
2.0635513E+01,5.25270E-01
2.0635880E+01,5.26246E-01
2.0636248E+01,5.32105E-01
2.0636616E+01,5.29176E-01
2.0636983E+01,5.25270E-01
2.0637351E+01,5.24293E-01
2.0637718E+01,5.22340E-01
2.0638086E+01,5.30152E-01
2.0638453E+01,5.33082E-01
2.0638821E+01,5.25270E-01
2.0639188E+01,5.21363E-01
2.0639556E+01,5.19410E-01
2.0639923E+01,5.24293E-01
2.0640291E+01,5.26246E-01
2.0640658E+01,5.21363E-01
2.0641026E+01,5.20387E-01
2.0641393E+01,5.17457E-01
2.0641761E+01,5.22340E-01
2.0642128E+01,5.32105E-01
2.0642496E+01,5.24293E-01
2.0642863E+01,5.15504E-01
2.0643231E+01,5.17457E-01
2.0643598E+01,5.21363E-01
2.0643966E+01,5.27223E-01
2.0644333E+01,5.24293E-01
2.0644701E+01,5.21363E-01
2.0645068E+01,5.23316E-01
2.0645436E+01,5.28199E-01
2.0645804E+01,5.29176E-01
2.0646171E+01,5.32105E-01
2.0646539E+01,5.21363E-01
2.0646906E+01,5.21363E-01
2.0647274E+01,5.26246E-01
2.0647641E+01,5.34059E-01
2.0648009E+01,5.32105E-01
2.0648376E+01,5.25270E-01
2.0648744E+01,5.21363E-01
2.0649111E+01,5.19410E-01
2.0649479E+01,5.25270E-01
2.0649846E+01,5.20387E-01
2.0650214E+01,5.24293E-01
2.0650581E+01,5.19410E-01
2.0650949E+01,5.21363E-01
2.0651316E+01,5.24293E-01
2.0651684E+01,5.32105E-01
2.0652051E+01,5.21363E-01
2.0652419E+01,5.15504E-01
2.0652786E+01,5.18434E-01
2.0653154E+01,5.25270E-01
2.0653521E+01,5.25270E-01
2.0653889E+01,5.26246E-01
2.0654256E+01,5.24293E-01
2.0654624E+01,5.25270E-01
2.0654992E+01,5.29176E-01
2.0655359E+01,5.32105E-01
2.0655727E+01,5.25270E-01
2.0656094E+01,5.25270E-01
2.0656462E+01,5.21363E-01
2.0656829E+01,5.24293E-01
2.0657197E+01,5.28199E-01
2.0657564E+01,5.26246E-01
2.0657932E+01,5.25270E-01
2.0658299E+01,5.23316E-01
2.0658667E+01,5.20387E-01
2.0659034E+01,5.25270E-01
2.0659402E+01,5.21363E-01
2.0659769E+01,5.25270E-01
2.0660137E+01,5.21363E-01
2.0660504E+01,5.19410E-01
2.0660872E+01,5.28199E-01
2.0661239E+01,5.28199E-01
2.0661607E+01,5.21363E-01
2.0661974E+01,5.16480E-01
2.0662342E+01,5.20387E-01
2.0662709E+01,5.24293E-01
2.0663077E+01,5.26246E-01
2.0663444E+01,5.22340E-01
2.0663812E+01,5.24293E-01
2.0664180E+01,5.27223E-01
2.0664547E+01,5.29176E-01
2.0664915E+01,5.29176E-01
2.0665282E+01,5.26246E-01
2.0665650E+01,5.21363E-01
2.0666017E+01,5.20387E-01
2.0666385E+01,5.21363E-01
2.0666752E+01,5.32105E-01
2.0667120E+01,5.28199E-01
2.0667487E+01,5.26246E-01
2.0667855E+01,5.24293E-01
2.0668222E+01,5.23316E-01
2.0668590E+01,5.25270E-01
2.0668957E+01,5.24293E-01
2.0669325E+01,5.22340E-01
2.0669692E+01,5.18434E-01
2.0670060E+01,5.21363E-01
2.0670427E+01,5.28199E-01
2.0670795E+01,5.27223E-01
2.0671162E+01,5.22340E-01
2.0671530E+01,5.16480E-01
2.0671897E+01,5.20387E-01
2.0672265E+01,5.25270E-01
2.0672632E+01,5.27223E-01
2.0673000E+01,5.23316E-01
2.0673368E+01,5.24293E-01
2.0673735E+01,5.24293E-01
2.0674103E+01,5.32105E-01
2.0674470E+01,5.29176E-01
2.0674838E+01,5.26246E-01
2.0675205E+01,5.20387E-01
2.0675573E+01,5.23316E-01
2.0675940E+01,5.28199E-01
2.0676308E+01,5.28199E-01
2.0676675E+01,5.27223E-01
2.0677043E+01,5.24293E-01
2.0677410E+01,5.26246E-01
2.0677778E+01,5.24293E-01
2.0678145E+01,5.25270E-01
2.0678513E+01,5.24293E-01
2.0678880E+01,5.18434E-01
2.0679248E+01,5.20387E-01
2.0679615E+01,5.19410E-01
2.0679983E+01,5.26246E-01
2.0680350E+01,5.27223E-01
2.0680718E+01,5.20387E-01
2.0681085E+01,5.20387E-01
2.0681453E+01,5.18434E-01
2.0681820E+01,5.24293E-01
2.0682188E+01,5.25270E-01
2.0682556E+01,5.24293E-01
2.0682923E+01,5.25270E-01
2.0683291E+01,5.24293E-01
2.0683658E+01,5.26246E-01
2.0684026E+01,5.32105E-01
2.0684393E+01,5.25270E-01
2.0684761E+01,5.21363E-01
2.0685128E+01,5.21363E-01
2.0685496E+01,5.31129E-01
2.0685863E+01,5.30152E-01
2.0686231E+01,5.31129E-01
2.0686598E+01,5.25270E-01
2.0686966E+01,5.22340E-01
2.0687333E+01,5.24293E-01
2.0687701E+01,5.24293E-01
2.0688068E+01,5.25270E-01
2.0688436E+01,5.19410E-01
2.0688803E+01,5.22340E-01
2.0689171E+01,5.25270E-01
2.0689538E+01,5.21363E-01
2.0689906E+01,5.27223E-01
2.0690273E+01,5.17457E-01
2.0690641E+01,5.18434E-01
2.0691008E+01,5.22340E-01
2.0691376E+01,5.25270E-01
2.0691744E+01,5.26246E-01
2.0692111E+01,5.24293E-01
2.0692479E+01,5.23316E-01
2.0692846E+01,5.22340E-01
2.0693214E+01,5.28199E-01
2.0693581E+01,5.29176E-01
2.0693949E+01,5.25270E-01
2.0694316E+01,5.23316E-01
2.0694684E+01,5.21363E-01
2.0695051E+01,5.26246E-01
2.0695419E+01,5.31129E-01
2.0695786E+01,5.26246E-01
2.0696154E+01,5.25270E-01
2.0696521E+01,5.23316E-01
2.0696889E+01,5.25270E-01
2.0697256E+01,5.28199E-01
2.0697624E+01,5.24293E-01
2.0697991E+01,5.17457E-01
2.0698359E+01,5.19410E-01
2.0698726E+01,5.26246E-01
2.0699094E+01,5.27223E-01
2.0699461E+01,5.25270E-01
2.0699829E+01,5.24293E-01
2.0700196E+01,5.20387E-01
2.0700564E+01,5.21363E-01
2.0700932E+01,5.25270E-01
2.0701299E+01,5.26246E-01
2.0701667E+01,5.26246E-01
2.0702034E+01,5.25270E-01
2.0702402E+01,5.25270E-01
2.0702769E+01,5.27223E-01
2.0703137E+01,5.28199E-01
2.0703504E+01,5.23316E-01
2.0703872E+01,5.17457E-01
2.0704239E+01,5.25270E-01
2.0704607E+01,5.28199E-01
2.0704974E+01,5.32105E-01
2.0705342E+01,5.25270E-01
2.0705709E+01,5.24293E-01
2.0706077E+01,5.22340E-01
2.0706444E+01,5.27223E-01
2.0706812E+01,5.27223E-01
2.0707179E+01,5.21363E-01
