in s,C1 in V
2.8710662E+00,5.13551E-01
2.8714338E+00,5.04762E-01
2.8718013E+00,5.03785E-01
2.8721688E+00,5.15504E-01
2.8725363E+00,5.29176E-01
2.8729038E+00,5.41871E-01
2.8732714E+00,5.49684E-01
2.8736389E+00,5.42848E-01
2.8740064E+00,5.25270E-01
2.8743739E+00,5.11598E-01
2.8747414E+00,5.03785E-01
2.8751090E+00,5.13551E-01
2.8754765E+00,5.25270E-01
2.8758440E+00,5.35035E-01
2.8762115E+00,5.43824E-01
2.8765790E+00,5.47730E-01
2.8769466E+00,5.36012E-01
2.8773141E+00,5.19410E-01
2.8776816E+00,5.01832E-01
2.8780491E+00,4.96949E-01
2.8784166E+00,5.11598E-01
2.8787842E+00,5.24293E-01
2.8791517E+00,5.35035E-01
2.8795192E+00,5.42848E-01
2.8798867E+00,5.36012E-01
2.8802542E+00,5.25270E-01
2.8806218E+00,5.06715E-01
2.8809893E+00,5.00855E-01
2.8813568E+00,5.03785E-01
2.8817243E+00,5.21363E-01
2.8820918E+00,5.32105E-01
2.8824594E+00,5.41871E-01
2.8828269E+00,5.48707E-01
2.8831944E+00,5.42848E-01
2.8835619E+00,5.28199E-01
2.8839294E+00,5.02809E-01
2.8842970E+00,5.06715E-01
2.8846645E+00,5.15504E-01
2.8850320E+00,5.27223E-01
2.8853995E+00,5.40895E-01
2.8857670E+00,5.44801E-01
2.8861346E+00,5.43824E-01
2.8865021E+00,5.37965E-01
2.8868696E+00,5.13551E-01
2.8872371E+00,4.99879E-01
2.8876046E+00,4.96949E-01
2.8879722E+00,5.11598E-01
2.8883397E+00,5.26246E-01
2.8887072E+00,5.39918E-01
2.8890747E+00,5.42848E-01
2.8894422E+00,5.40895E-01
2.8898098E+00,5.23316E-01
2.8901773E+00,5.06715E-01
2.8905448E+00,5.00855E-01
2.8909123E+00,5.08668E-01
2.8912798E+00,5.19410E-01
2.8916474E+00,5.33082E-01
2.8920149E+00,5.45777E-01
2.8923824E+00,5.49684E-01
2.8927499E+00,5.36988E-01
2.8931174E+00,5.19410E-01
2.8934850E+00,5.04762E-01
2.8938525E+00,5.06715E-01
2.8942200E+00,5.16480E-01
2.8945875E+00,5.27223E-01
2.8949550E+00,5.38941E-01
2.8953226E+00,5.46754E-01
2.8956901E+00,5.44801E-01
2.8960576E+00,5.27223E-01
2.8964251E+00,5.10621E-01
2.8967926E+00,4.97926E-01
2.8971602E+00,5.00855E-01
2.8975277E+00,5.13551E-01
2.8978952E+00,5.29176E-01
2.8982627E+00,5.39918E-01
2.8986302E+00,5.40895E-01
2.8989978E+00,5.33082E-01
2.8993653E+00,5.16480E-01
2.8997328E+00,5.02809E-01
2.9001003E+00,5.02809E-01
2.9004678E+00,5.06715E-01
2.9008354E+00,5.17457E-01
2.9012029E+00,5.36012E-01
2.9015704E+00,5.47730E-01
2.9019379E+00,5.46754E-01
2.9023054E+00,5.39918E-01
2.9026730E+00,5.19410E-01
2.9030405E+00,5.08668E-01
2.9034080E+00,5.07691E-01
2.9037755E+00,5.15504E-01
2.9041430E+00,5.28199E-01
2.9045106E+00,5.43824E-01
2.9048781E+00,5.44801E-01
2.9052456E+00,5.45777E-01
2.9056131E+00,5.25270E-01
2.9059806E+00,5.08668E-01
2.9063482E+00,4.98902E-01
2.9067157E+00,5.06715E-01
2.9070832E+00,5.16480E-01
2.9074507E+00,5.31129E-01
2.9078182E+00,5.38941E-01
2.9081858E+00,5.39918E-01
2.9085533E+00,5.34059E-01
2.9089208E+00,5.18434E-01
2.9092883E+00,5.02809E-01
2.9096558E+00,4.99879E-01
2.9100234E+00,5.12574E-01
2.9103909E+00,5.21363E-01
2.9107584E+00,5.36988E-01
2.9111259E+00,5.45777E-01
2.9114934E+00,5.41871E-01
2.9118610E+00,5.34059E-01
2.9122285E+00,5.16480E-01
2.9125960E+00,5.02809E-01
2.9129635E+00,5.07691E-01
2.9133310E+00,5.18434E-01
2.9136986E+00,5.32105E-01
2.9140661E+00,5.45777E-01
2.9144336E+00,5.46754E-01
2.9148011E+00,5.42848E-01
2.9151686E+00,5.21363E-01
2.9155362E+00,5.08668E-01
2.9159037E+00,4.99879E-01
2.9162712E+00,5.03785E-01
2.9166387E+00,5.17457E-01
2.9170062E+00,5.33082E-01
2.9173738E+00,5.42848E-01
2.9177413E+00,5.39918E-01
2.9181088E+00,5.29176E-01
2.9184763E+00,5.12574E-01
2.9188438E+00,5.00855E-01
2.9192114E+00,5.02809E-01
2.9195789E+00,5.08668E-01
2.9199464E+00,5.24293E-01
2.9203139E+00,5.38941E-01
2.9206814E+00,5.49684E-01
2.9210490E+00,5.46754E-01
2.9214165E+00,5.30152E-01
2.9217840E+00,5.15504E-01
2.9221515E+00,5.06715E-01
2.9225190E+00,5.09645E-01
2.9228866E+00,5.21363E-01
2.9232541E+00,5.32105E-01
2.9236216E+00,5.42848E-01
2.9239891E+00,5.51637E-01
2.9243566E+00,5.38941E-01
2.9247242E+00,5.17457E-01
2.9250917E+00,5.02809E-01
2.9254592E+00,4.97926E-01
2.9258267E+00,5.07691E-01
2.9261942E+00,5.19410E-01
2.9265618E+00,5.32105E-01
2.9269293E+00,5.42848E-01
2.9272968E+00,5.38941E-01
2.9276643E+00,5.28199E-01
2.9280318E+00,5.12574E-01
2.9283994E+00,5.01832E-01
2.9287669E+00,5.05738E-01
2.9291344E+00,5.12574E-01
2.9295019E+00,5.27223E-01
2.9298694E+00,5.37965E-01
2.9302370E+00,5.48707E-01
2.9306045E+00,5.42848E-01
2.9309720E+00,5.27223E-01
2.9313395E+00,5.09645E-01
2.9317070E+00,5.04762E-01
2.9320746E+00,5.09645E-01
2.9324421E+00,5.20387E-01
2.9328096E+00,5.32105E-01
2.9331771E+00,5.45777E-01
2.9335446E+00,5.46754E-01
2.9339122E+00,5.33082E-01
2.9342797E+00,5.20387E-01
2.9346472E+00,5.00855E-01
2.9350147E+00,4.98902E-01
2.9353822E+00,5.09645E-01
2.9357498E+00,5.24293E-01
2.9361173E+00,5.36012E-01
2.9364848E+00,5.38941E-01
2.9368523E+00,5.36012E-01
2.9372198E+00,5.22340E-01
2.9375874E+00,5.09645E-01
2.9379549E+00,4.99879E-01
2.9383224E+00,5.03785E-01
2.9386899E+00,5.15504E-01
2.9390574E+00,5.31129E-01
2.9394250E+00,5.39918E-01
2.9397925E+00,5.49684E-01
2.9401600E+00,5.41871E-01
2.9405275E+00,5.26246E-01
2.9408950E+00,5.08668E-01
2.9412626E+00,5.04762E-01
2.9416301E+00,5.13551E-01
2.9419976E+00,5.23316E-01
2.9423651E+00,5.36012E-01
2.9427326E+00,5.44801E-01
2.9431002E+00,5.46754E-01
2.9434677E+00,5.35035E-01
2.9438352E+00,5.14527E-01
2.9442027E+00,4.99879E-01
2.9445702E+00,4.99879E-01
2.9449378E+00,5.13551E-01
2.9453053E+00,5.25270E-01
2.9456728E+00,5.37965E-01
2.9460403E+00,5.42848E-01
2.9464078E+00,5.37965E-01
2.9467754E+00,5.23316E-01
2.9471429E+00,5.06715E-01
2.9475104E+00,5.00855E-01
2.9478779E+00,5.10621E-01
2.9482454E+00,5.20387E-01
2.9486130E+00,5.33082E-01
2.9489805E+00,5.42848E-01
2.9493480E+00,5.48707E-01
2.9497155E+00,5.40895E-01
2.9500830E+00,5.26246E-01
2.9504506E+00,5.08668E-01
2.9508181E+00,5.05738E-01
2.9511856E+00,5.17457E-01
2.9515531E+00,5.26246E-01
2.9519206E+00,5.37965E-01
2.9522882E+00,5.47730E-01
2.9526557E+00,5.47730E-01
2.9530232E+00,5.29176E-01
2.9533907E+00,5.10621E-01
2.9537582E+00,4.98902E-01
2.9541258E+00,4.98902E-01
2.9544933E+00,5.15504E-01
2.9548608E+00,5.27223E-01
2.9552283E+00,5.42848E-01
2.9555958E+00,5.40895E-01
2.9559634E+00,5.32105E-01
2.9563309E+00,5.16480E-01
2.9566984E+00,5.02809E-01
2.9570659E+00,5.02809E-01
2.9574334E+00,5.07691E-01
2.9578010E+00,5.22340E-01
2.9581685E+00,5.34059E-01
2.9585360E+00,5.42848E-01
2.9589035E+00,5.45777E-01
2.9592710E+00,5.36012E-01
2.9596386E+00,5.19410E-01
2.9600061E+00,5.07691E-01
2.9603736E+00,5.07691E-01
2.9607411E+00,5.18434E-01
2.9611086E+00,5.29176E-01
2.9614762E+00,5.42848E-01
2.9618437E+00,5.43824E-01
2.9622112E+00,5.39918E-01
2.9625787E+00,5.28199E-01
2.9629462E+00,5.10621E-01
2.9633138E+00,4.97926E-01
2.9636813E+00,5.03785E-01
2.9640488E+00,5.15504E-01
2.9644163E+00,5.29176E-01
2.9647838E+00,5.39918E-01
2.9651514E+00,5.40895E-01
2.9655189E+00,5.31129E-01
2.9658864E+00,5.17457E-01
2.9662539E+00,5.01832E-01
2.9666214E+00,5.02809E-01
2.9669890E+00,5.09645E-01
2.9673565E+00,5.20387E-01
2.9677240E+00,5.36988E-01
2.9680915E+00,5.48707E-01
2.9684590E+00,5.47730E-01
2.9688266E+00,5.37965E-01
2.9691941E+00,5.18434E-01
2.9695616E+00,5.03785E-01
2.9699291E+00,5.04762E-01
2.9702966E+00,5.16480E-01
2.9706642E+00,5.28199E-01
2.9710317E+00,5.40895E-01
2.9713992E+00,5.48707E-01
2.9717667E+00,5.42848E-01
2.9721342E+00,5.24293E-01
2.9725018E+00,5.08668E-01
2.9728693E+00,4.97926E-01
2.9732368E+00,5.03785E-01
2.9736043E+00,5.14527E-01
2.9739718E+00,5.30152E-01
2.9743394E+00,5.39918E-01
2.9747069E+00,5.39918E-01
2.9750744E+00,5.29176E-01
2.9754419E+00,5.16480E-01
2.9758094E+00,5.00855E-01
2.9761770E+00,5.03785E-01
2.9765445E+00,5.10621E-01
2.9769120E+00,5.26246E-01
2.9772795E+00,5.36012E-01
2.9776470E+00,5.49684E-01
2.9780146E+00,5.43824E-01
2.9783821E+00,5.34059E-01
2.9787496E+00,5.12574E-01
2.9791171E+00,5.00855E-01
2.9794846E+00,5.06715E-01
2.9798522E+00,5.17457E-01
2.9802197E+00,5.32105E-01
2.9805872E+00,5.45777E-01
2.9809547E+00,5.47730E-01
2.9813222E+00,5.38941E-01
2.9816898E+00,5.25270E-01
2.9820573E+00,5.05738E-01
2.9824248E+00,5.01832E-01
2.9827923E+00,5.08668E-01
2.9831598E+00,5.18434E-01
2.9835274E+00,5.32105E-01
2.9838949E+00,5.38941E-01
2.9842624E+00,5.38941E-01
2.9846299E+00,5.28199E-01
2.9849974E+00,5.10621E-01
2.9853650E+00,4.99879E-01
2.9857325E+00,5.05738E-01
2.9861000E+00,5.14527E-01
2.9864675E+00,5.25270E-01
2.9868350E+00,5.37965E-01
2.9872026E+00,5.46754E-01
2.9875701E+00,5.44801E-01
2.9879376E+00,5.29176E-01
2.9883051E+00,5.07691E-01
2.9886726E+00,5.02809E-01
2.9890402E+00,5.09645E-01
2.9894077E+00,5.23316E-01
2.9897752E+00,5.34059E-01
2.9901427E+00,5.46754E-01
2.9905102E+00,5.47730E-01
2.9908778E+00,5.36012E-01
2.9912453E+00,5.20387E-01
2.9916128E+00,4.98902E-01
2.9919803E+00,5.00855E-01
2.9923478E+00,5.08668E-01
2.9927154E+00,5.22340E-01
2.9930829E+00,5.36012E-01
2.9934504E+00,5.40895E-01
2.9938179E+00,5.37965E-01
2.9941854E+00,5.24293E-01
2.9945530E+00,5.09645E-01
2.9949205E+00,5.00855E-01
2.9952880E+00,5.05738E-01
2.9956555E+00,5.18434E-01
2.9960230E+00,5.28199E-01
2.9963906E+00,5.39918E-01
2.9967581E+00,5.49684E-01
2.9971256E+00,5.42848E-01
2.9974931E+00,5.28199E-01
2.9978606E+00,5.10621E-01
2.9982282E+00,5.04762E-01
2.9985957E+00,5.11598E-01
2.9989632E+00,5.21363E-01
2.9993307E+00,5.37965E-01
2.9996982E+00,5.44801E-01
3.0000658E+00,5.48707E-01
3.0004333E+00,5.33082E-01
3.0008008E+00,5.16480E-01
3.0011683E+00,4.99879E-01
3.0015358E+00,4.99879E-01
3.0019034E+00,5.10621E-01
3.0022709E+00,5.26246E-01
3.0026384E+00,5.36988E-01
3.0030059E+00,5.39918E-01
3.0033734E+00,5.38941E-01
3.0037410E+00,5.21363E-01
3.0041085E+00,5.08668E-01
3.0044760E+00,5.04762E-01
3.0048435E+00,5.03785E-01
3.0052110E+00,5.20387E-01
3.0055786E+00,5.33082E-01
3.0059461E+00,5.40895E-01
3.0063136E+00,5.45777E-01
3.0066811E+00,5.38941E-01
3.0070486E+00,5.25270E-01
3.0074162E+00,5.09645E-01
3.0077837E+00,5.01832E-01
3.0081512E+00,5.16480E-01
3.0085187E+00,5.27223E-01
3.0088862E+00,5.36988E-01
3.0092538E+00,5.47730E-01
3.0096213E+00,5.46754E-01
3.0099888E+00,5.30152E-01
3.0103563E+00,5.12574E-01
3.0107238E+00,4.99879E-01
3.0110914E+00,4.97926E-01
3.0114589E+00,5.13551E-01
3.0118264E+00,5.26246E-01
3.0121939E+00,5.36012E-01
3.0125614E+00,5.38941E-01
3.0129290E+00,5.37965E-01
3.0132965E+00,5.21363E-01
3.0136640E+00,5.08668E-01
3.0140315E+00,4.99879E-01
3.0143990E+00,5.07691E-01
3.0147666E+00,5.21363E-01
3.0151341E+00,5.33082E-01
3.0155016E+00,5.42848E-01
3.0158691E+00,5.44801E-01
3.0162366E+00,5.38941E-01
3.0166042E+00,5.19410E-01
3.0169717E+00,5.06715E-01
3.0173392E+00,5.04762E-01
3.0177067E+00,5.14527E-01
3.0180742E+00,5.28199E-01
3.0184418E+00,5.39918E-01
3.0188093E+00,5.47730E-01
3.0191768E+00,5.44801E-01
3.0195443E+00,5.28199E-01
3.0199118E+00,5.09645E-01
3.0202794E+00,4.98902E-01
3.0206469E+00,5.01832E-01
3.0210144E+00,5.15504E-01
3.0213819E+00,5.29176E-01
3.0217494E+00,5.40895E-01
3.0221170E+00,5.39918E-01
3.0224845E+00,5.36012E-01
3.0228520E+00,5.17457E-01
3.0232195E+00,5.05738E-01
3.0235870E+00,5.02809E-01
3.0239546E+00,5.07691E-01
3.0243221E+00,5.21363E-01
3.0246896E+00,5.36988E-01
3.0250571E+00,5.46754E-01
3.0254246E+00,5.50660E-01
3.0257922E+00,5.34059E-01
3.0261597E+00,5.17457E-01
3.0265272E+00,5.04762E-01
3.0268947E+00,5.05738E-01
3.0272622E+00,5.15504E-01
3.0276298E+00,5.29176E-01
3.0279973E+00,5.41871E-01
3.0283648E+00,5.49684E-01
3.0287323E+00,5.39918E-01
3.0290998E+00,5.27223E-01
3.0294674E+00,5.06715E-01
3.0298349E+00,4.99879E-01
3.0302024E+00,5.01832E-01
3.0305699E+00,5.15504E-01
3.0309374E+00,5.32105E-01
3.0313050E+00,5.39918E-01
3.0316725E+00,5.42848E-01
3.0320400E+00,5.32105E-01
3.0324075E+00,5.14527E-01
3.0327750E+00,5.04762E-01
3.0331426E+00,5.02809E-01
3.0335101E+00,5.13551E-01
3.0338776E+00,5.25270E-01
3.0342451E+00,5.36012E-01
3.0346126E+00,5.45777E-01
3.0349802E+00,5.43824E-01
3.0353477E+00,5.35035E-01
3.0357152E+00,5.18434E-01
3.0360827E+00,5.04762E-01
3.0364502E+00,5.07691E-01
3.0368178E+00,5.20387E-01
3.0371853E+00,5.32105E-01
3.0375528E+00,5.40895E-01
3.0379203E+00,5.45777E-01
3.0382878E+00,5.38941E-01
3.0386554E+00,5.22340E-01
3.0390229E+00,5.06715E-01
3.0393904E+00,4.99879E-01
3.0397579E+00,5.04762E-01
3.0401254E+00,5.21363E-01
3.0404930E+00,5.31129E-01
3.0408605E+00,5.41871E-01
3.0412280E+00,5.39918E-01
3.0415955E+00,5.26246E-01
3.0419630E+00,5.12574E-01
3.0423306E+00,5.04762E-01
3.0426981E+00,5.03785E-01
3.0430656E+00,5.15504E-01
3.0434331E+00,5.27223E-01
3.0438006E+00,5.40895E-01
3.0441682E+00,5.48707E-01
3.0445357E+00,5.46754E-01
3.0449032E+00,5.29176E-01
3.0452707E+00,5.11598E-01
3.0456382E+00,5.03785E-01
3.0460058E+00,5.06715E-01
3.0463733E+00,5.21363E-01
3.0467408E+00,5.31129E-01
3.0471083E+00,5.45777E-01
3.0474758E+00,5.46754E-01
3.0478434E+00,5.36012E-01
3.0482109E+00,5.19410E-01
3.0485784E+00,5.04762E-01
3.0489459E+00,4.99879E-01
3.0493134E+00,5.06715E-01
3.0496810E+00,5.20387E-01
3.0500485E+00,5.36012E-01
3.0504160E+00,5.41871E-01
3.0507835E+00,5.40895E-01
3.0511510E+00,5.23316E-01
3.0515186E+00,5.09645E-01
3.0518861E+00,4.99879E-01
3.0522536E+00,5.02809E-01
3.0526211E+00,5.14527E-01
3.0529886E+00,5.26246E-01
3.0533562E+00,5.42848E-01
3.0537237E+00,5.46754E-01
3.0540912E+00,5.42848E-01
3.0544587E+00,5.25270E-01
3.0548262E+00,5.05738E-01
3.0551938E+00,5.07691E-01
3.0555613E+00,5.10621E-01
3.0559288E+00,5.24293E-01
3.0562963E+00,5.36012E-01
3.0566638E+00,5.43824E-01
3.0570314E+00,5.43824E-01
3.0573989E+00,5.35035E-01
3.0577664E+00,5.16480E-01
3.0581339E+00,5.02809E-01
3.0585014E+00,4.96949E-01
3.0588690E+00,5.09645E-01
3.0592365E+00,5.24293E-01
3.0596040E+00,5.39918E-01
3.0599715E+00,5.40895E-01
3.0603390E+00,5.36988E-01
3.0607066E+00,5.24293E-01
3.0610741E+00,5.08668E-01
3.0614416E+00,4.96949E-01
3.0618091E+00,5.06715E-01
3.0621766E+00,5.17457E-01
3.0625442E+00,5.33082E-01
3.0629117E+00,5.43824E-01
3.0632792E+00,5.49684E-01
3.0636467E+00,5.42848E-01
3.0640142E+00,5.25270E-01
3.0643818E+00,5.09645E-01
3.0647493E+00,5.02809E-01
3.0651168E+00,5.13551E-01
3.0654843E+00,5.27223E-01
3.0658518E+00,5.37965E-01
3.0662194E+00,5.46754E-01
3.0665869E+00,5.45777E-01
3.0669544E+00,5.33082E-01
3.0673219E+00,5.13551E-01
3.0676894E+00,5.00855E-01
3.0680570E+00,5.00855E-01
3.0684245E+00,5.11598E-01
3.0687920E+00,5.28199E-01
3.0691595E+00,5.37965E-01
3.0695270E+00,5.42848E-01
3.0698946E+00,5.38941E-01
3.0702621E+00,5.20387E-01
3.0706296E+00,5.06715E-01
3.0709971E+00,5.02809E-01
3.0713646E+00,5.04762E-01
3.0717322E+00,5.18434E-01
3.0720997E+00,5.32105E-01
3.0724672E+00,5.45777E-01
3.0728347E+00,5.48707E-01
3.0732022E+00,5.39918E-01
3.0735698E+00,5.17457E-01
3.0739373E+00,5.08668E-01
3.0743048E+00,5.05738E-01
3.0746723E+00,5.14527E-01
3.0750398E+00,5.25270E-01
3.0754074E+00,5.40895E-01
3.0757749E+00,5.45777E-01
3.0761424E+00,5.44801E-01
3.0765099E+00,5.28199E-01
3.0768774E+00,5.07691E-01
3.0772450E+00,4.98902E-01
3.0776125E+00,5.01832E-01
3.0779800E+00,5.14527E-01
3.0783475E+00,5.30152E-01
3.0787150E+00,5.38941E-01
3.0790826E+00,5.42848E-01
3.0794501E+00,5.33082E-01
3.0798176E+00,5.18434E-01
3.0801851E+00,5.04762E-01
3.0805526E+00,4.99879E-01
3.0809202E+00,5.07691E-01
3.0812877E+00,5.18434E-01
3.0816552E+00,5.33082E-01
3.0820227E+00,5.45777E-01
3.0823902E+00,5.48707E-01
3.0827578E+00,5.32105E-01
3.0831253E+00,5.15504E-01
3.0834928E+00,5.04762E-01
3.0838603E+00,5.06715E-01
3.0842278E+00,5.21363E-01
3.0845954E+00,5.28199E-01
3.0849629E+00,5.42848E-01
3.0853304E+00,5.45777E-01
3.0856979E+00,5.41871E-01
3.0860654E+00,5.26246E-01
3.0864330E+00,5.07691E-01
3.0868005E+00,4.95973E-01
3.0871680E+00,4.99879E-01
3.0875355E+00,5.15504E-01
3.0879030E+00,5.29176E-01
3.0882706E+00,5.40895E-01
3.0886381E+00,5.42848E-01
3.0890056E+00,5.30152E-01
3.0893731E+00,5.16480E-01
3.0897406E+00,5.03785E-01
3.0901082E+00,4.98902E-01
3.0904757E+00,5.13551E-01
3.0908432E+00,5.24293E-01
3.0912107E+00,5.38941E-01
3.0915782E+00,5.46754E-01
3.0919458E+00,5.47730E-01
3.0923133E+00,5.34059E-01
3.0926808E+00,5.17457E-01
3.0930483E+00,5.05738E-01
3.0934158E+00,5.09645E-01
3.0937834E+00,5.19410E-01
3.0941509E+00,5.30152E-01
3.0945184E+00,5.42848E-01
3.0948859E+00,5.48707E-01
3.0952534E+00,5.39918E-01
3.0956210E+00,5.22340E-01
3.0959885E+00,5.04762E-01
3.0963560E+00,4.99879E-01
3.0967235E+00,5.06715E-01
3.0970910E+00,5.20387E-01
3.0974586E+00,5.29176E-01
3.0978261E+00,5.38941E-01
3.0981936E+00,5.38941E-01
3.0985611E+00,5.28199E-01
3.0989286E+00,5.13551E-01
3.0992962E+00,5.02809E-01
3.0996637E+00,5.02809E-01
3.1000312E+00,5.12574E-01
3.1003987E+00,5.24293E-01
3.1007662E+00,5.39918E-01
3.1011338E+00,5.47730E-01
3.1015013E+00,5.44801E-01
3.1018688E+00,5.30152E-01
3.1022363E+00,5.12574E-01
3.1026038E+00,5.03785E-01
3.1029714E+00,5.05738E-01
3.1033389E+00,5.18434E-01
3.1037064E+00,5.34059E-01
3.1040739E+00,5.42848E-01
3.1044414E+00,5.45777E-01
3.1048090E+00,5.38941E-01
3.1051765E+00,5.19410E-01
3.1055440E+00,5.04762E-01
3.1059115E+00,4.96949E-01
3.1062790E+00,5.07691E-01
3.1066466E+00,5.18434E-01
3.1070141E+00,5.32105E-01
3.1073816E+00,5.39918E-01
3.1077491E+00,5.39918E-01
3.1081166E+00,5.26246E-01
3.1084842E+00,5.14527E-01
3.1088517E+00,4.99879E-01
3.1092192E+00,5.02809E-01
3.1095867E+00,5.15504E-01
3.1099542E+00,5.27223E-01
3.1103218E+00,5.40895E-01
3.1106893E+00,5.50660E-01
3.1110568E+00,5.41871E-01
3.1114243E+00,5.24293E-01
3.1117918E+00,5.12574E-01
3.1121594E+00,5.01832E-01
3.1125269E+00,5.11598E-01
3.1128944E+00,5.26246E-01
3.1132619E+00,5.36012E-01
3.1136294E+00,5.44801E-01
3.1139970E+00,5.47730E-01
3.1143645E+00,5.36988E-01
3.1147320E+00,5.15504E-01
3.1150995E+00,4.99879E-01
3.1154670E+00,4.97926E-01
3.1158346E+00,5.05738E-01
3.1162021E+00,5.24293E-01
3.1165696E+00,5.36012E-01
3.1169371E+00,5.39918E-01
3.1173046E+00,5.37965E-01
3.1176722E+00,5.26246E-01
3.1180397E+00,5.06715E-01
3.1184072E+00,5.03785E-01
3.1187747E+00,5.05738E-01
3.1191422E+00,5.20387E-01
3.1195098E+00,5.28199E-01
3.1198773E+00,5.43824E-01
3.1202448E+00,5.47730E-01
3.1206123E+00,5.39918E-01
3.1209798E+00,5.22340E-01
3.1213474E+00,5.06715E-01
3.1217149E+00,5.04762E-01
3.1220824E+00,5.13551E-01
3.1224499E+00,5.23316E-01
3.1228174E+00,5.37965E-01
3.1231850E+00,5.44801E-01
3.1235525E+00,5.43824E-01
3.1239200E+00,5.36012E-01
3.1242875E+00,5.17457E-01
3.1246550E+00,5.01832E-01
3.1250226E+00,5.01832E-01
3.1253901E+00,5.11598E-01
3.1257576E+00,5.26246E-01
3.1261251E+00,5.36012E-01
3.1264926E+00,5.40895E-01
3.1268602E+00,5.36012E-01
3.1272277E+00,5.25270E-01
3.1275952E+00,5.03785E-01
3.1279627E+00,5.05738E-01
3.1283302E+00,5.04762E-01
3.1286978E+00,5.20387E-01
3.1290653E+00,5.32105E-01
3.1294328E+00,5.44801E-01
3.1298003E+00,5.47730E-01
3.1301678E+00,5.39918E-01
3.1305354E+00,5.19410E-01
3.1309029E+00,5.05738E-01
3.1312704E+00,5.03785E-01
3.1316379E+00,5.13551E-01
3.1320054E+00,5.24293E-01
3.1323730E+00,5.38941E-01
3.1327405E+00,5.45777E-01
3.1331080E+00,5.43824E-01
3.1334755E+00,5.26246E-01
3.1338430E+00,5.08668E-01
3.1342106E+00,5.00855E-01
3.1345781E+00,4.99879E-01
3.1349456E+00,5.14527E-01
3.1353131E+00,5.29176E-01
3.1356806E+00,5.37965E-01
3.1360482E+00,5.39918E-01
3.1364157E+00,5.32105E-01
3.1367832E+00,5.18434E-01
3.1371507E+00,5.05738E-01
3.1375182E+00,5.01832E-01
3.1378858E+00,5.12574E-01
3.1382533E+00,5.21363E-01
3.1386208E+00,5.36012E-01
3.1389883E+00,5.46754E-01
3.1393558E+00,5.46754E-01
3.1397234E+00,5.37965E-01
3.1400909E+00,5.19410E-01
3.1404584E+00,5.06715E-01
3.1408259E+00,5.08668E-01
3.1411934E+00,5.15504E-01
3.1415610E+00,5.29176E-01
3.1419285E+00,5.42848E-01
3.1422960E+00,5.49684E-01
3.1426635E+00,5.41871E-01
3.1430310E+00,5.25270E-01
3.1433986E+00,5.09645E-01
3.1437661E+00,4.97926E-01
3.1441336E+00,5.01832E-01
3.1445011E+00,5.14527E-01
3.1448686E+00,5.28199E-01
3.1452362E+00,5.37965E-01
3.1456037E+00,5.39918E-01
3.1459712E+00,5.29176E-01
3.1463387E+00,5.14527E-01
3.1467062E+00,5.03785E-01
3.1470738E+00,5.03785E-01
3.1474413E+00,5.12574E-01
3.1478088E+00,5.24293E-01
3.1481763E+00,5.37965E-01
3.1485438E+00,5.45777E-01
3.1489114E+00,5.48707E-01
3.1492789E+00,5.31129E-01
3.1496464E+00,5.14527E-01
3.1500139E+00,4.99879E-01
3.1503814E+00,5.06715E-01
3.1507490E+00,5.20387E-01
3.1511165E+00,5.30152E-01
3.1514840E+00,5.41871E-01
3.1518515E+00,5.48707E-01
3.1522190E+00,5.43824E-01
3.1525866E+00,5.24293E-01
3.1529541E+00,5.02809E-01
3.1533216E+00,4.96949E-01
3.1536891E+00,5.05738E-01
3.1540566E+00,5.20387E-01
3.1544242E+00,5.33082E-01
3.1547917E+00,5.37965E-01
3.1551592E+00,5.41871E-01
3.1555267E+00,5.29176E-01
3.1558942E+00,5.15504E-01
3.1562618E+00,5.02809E-01
3.1566293E+00,5.03785E-01
3.1569968E+00,5.12574E-01
3.1573643E+00,5.28199E-01
3.1577318E+00,5.38941E-01
3.1580994E+00,5.47730E-01
3.1584669E+00,5.45777E-01
3.1588344E+00,5.29176E-01
3.1592019E+00,5.13551E-01
3.1595694E+00,5.06715E-01
3.1599370E+00,5.08668E-01
3.1603045E+00,5.25270E-01
3.1606720E+00,5.34059E-01
3.1610395E+00,5.42848E-01
3.1614070E+00,5.45777E-01
3.1617746E+00,5.37965E-01
3.1621421E+00,5.21363E-01
3.1625096E+00,5.01832E-01
3.1628771E+00,4.95973E-01
3.1632446E+00,5.06715E-01
3.1636122E+00,5.20387E-01
3.1639797E+00,5.32105E-01
3.1643472E+00,5.42848E-01
3.1647147E+00,5.38941E-01
3.1650822E+00,5.25270E-01
3.1654498E+00,5.13551E-01
3.1658173E+00,5.02809E-01
3.1661848E+00,5.01832E-01
3.1665523E+00,5.15504E-01
3.1669198E+00,5.29176E-01
3.1672874E+00,5.41871E-01
3.1676549E+00,5.46754E-01
3.1680224E+00,5.42848E-01
3.1683899E+00,5.30152E-01
3.1687574E+00,5.10621E-01
3.1691250E+00,5.04762E-01
3.1694925E+00,5.14527E-01
3.1698600E+00,5.25270E-01
3.1702275E+00,5.33082E-01
3.1705950E+00,5.43824E-01
3.1709626E+00,5.47730E-01
3.1713301E+00,5.33082E-01
3.1716976E+00,5.20387E-01
3.1720651E+00,5.02809E-01
3.1724326E+00,4.98902E-01
3.1728002E+00,5.08668E-01
3.1731677E+00,5.21363E-01
