,Magnitude (Step of 0.001),N(m)
2622,11.38902474,36
2623,11.39002474,36
2624,11.39102474,36
2625,11.39202474,37
2626,11.39302474,37
2627,11.39402474,37
2628,11.39502474,37
2629,11.39602474,37
2630,11.39702474,37
2631,11.39802474,37
2632,11.39902474,37
2633,11.40002474,37
2634,11.40102474,37
2635,11.40202474,37
2636,11.40302474,37
2637,11.40402474,37
2638,11.40502474,37
2639,11.40602474,37
2640,11.40702474,37
2641,11.40802474,37
2642,11.40902474,37
2643,11.41002474,37
2644,11.41102474,37
2645,11.41202474,37
2646,11.41302474,37
2647,11.41402474,37
2648,11.41502474,37
2649,11.41602474,37
2650,11.41702474,37
2651,11.41802474,37
2652,11.41902474,37
2653,11.42002474,37
2654,11.42102474,37
2655,11.42202474,37
2656,11.42302474,37
2657,11.42402474,37
2658,11.42502474,37
2659,11.42602474,37
2660,11.42702474,37
2661,11.42802474,37
2662,11.42902474,37
2663,11.43002474,37
2664,11.43102474,37
2665,11.43202474,37
2666,11.43302474,37
2667,11.43402474,37
2668,11.43502474,37
2669,11.43602474,37
2670,11.43702474,37
2671,11.43802474,37
2672,11.43902474,37
2673,11.44002474,37
2674,11.44102474,37
2675,11.44202474,37
2676,11.44302474,37
2677,11.44402474,37
2678,11.44502474,37
2679,11.44602474,37
2680,11.44702474,37
2681,11.44802474,37
2682,11.44902474,37
2683,11.45002474,37
2684,11.45102474,37
2685,11.45202474,37
2686,11.45302474,37
2687,11.45402474,37
2688,11.45502474,37
2689,11.45602474,37
2690,11.45702474,37
2691,11.45802474,37
2692,11.45902474,37
2693,11.46002474,37
2694,11.46102474,37
2695,11.46202474,37
2696,11.46302474,37
2697,11.46402474,38
2698,11.46502474,38
2699,11.46602474,38
2700,11.46702474,38
2701,11.46802474,38
2702,11.46902474,38
2703,11.47002474,38
2704,11.47102474,38
2705,11.47202474,38
2706,11.47302474,38
2707,11.47402474,38
2708,11.47502474,38
2709,11.47602474,38
2710,11.47702474,38
2711,11.47802474,38
2712,11.47902474,38
2713,11.48002474,38
2714,11.48102474,38
2715,11.48202474,38
2716,11.48302474,38
2717,11.48402474,38
2718,11.48502474,38
2719,11.48602474,38
2720,11.48702474,38
2721,11.48802474,38
2722,11.48902474,38
2723,11.49002474,38
2724,11.49102474,38
2725,11.49202474,38
2726,11.49302474,38
2727,11.49402474,38
2728,11.49502474,38
2729,11.49602474,38
2730,11.49702474,38
2731,11.49802474,38
2732,11.49902474,38
2733,11.50002474,38
2734,11.50102474,38
2735,11.50202474,38
2736,11.50302474,38
2737,11.50402474,38
2738,11.50502474,38
2739,11.50602474,38
2740,11.50702474,38
2741,11.50802474,38
2742,11.50902474,38
2743,11.51002474,38
2744,11.51102474,38
2745,11.51202474,38
2746,11.51302474,38
2747,11.51402474,38
2748,11.51502474,38
2749,11.51602474,38
2750,11.51702474,38
2751,11.51802474,38
2752,11.51902474,38
2753,11.52002474,38
2754,11.52102474,38
2755,11.52202474,38
2756,11.52302474,38
2757,11.52402474,38
2758,11.52502474,38
2759,11.52602474,38
2760,11.52702474,38
2761,11.52802474,38
2762,11.52902474,38
2763,11.53002474,38
2764,11.53102474,38
2765,11.53202474,38
2766,11.53302474,38
2767,11.53402474,38
2768,11.53502474,38
2769,11.53602474,38
2770,11.53702474,38
2771,11.53802474,38
2772,11.53902474,38
2773,11.54002474,38
2774,11.54102474,38
2775,11.54202474,38
2776,11.54302474,38
2777,11.54402474,38
2778,11.54502474,38
2779,11.54602474,38
2780,11.54702474,38
2781,11.54802474,38
2782,11.54902474,38
2783,11.55002474,38
2784,11.55102474,39
2785,11.55202474,39
2786,11.55302474,39
2787,11.55402474,39
2788,11.55502474,39
2789,11.55602474,39
2790,11.55702474,39
2791,11.55802474,40
2792,11.55902474,40
2793,11.56002474,40
2794,11.56102474,40
2795,11.56202474,40
2796,11.56302474,40
2797,11.56402474,40
2798,11.56502474,40
2799,11.56602474,40
2800,11.56702474,40
2801,11.56802474,40
2802,11.56902474,40
2803,11.57002474,40
2804,11.57102474,40
2805,11.57202474,40
2806,11.57302474,41
2807,11.57402474,41
2808,11.57502474,42
2809,11.57602474,42
2810,11.57702474,42
2811,11.57802474,42
2812,11.57902474,42
2813,11.58002474,42
2814,11.58102474,42
2815,11.58202474,42
2816,11.58302474,42
2817,11.58402474,42
2818,11.58502474,42
2819,11.58602474,42
2820,11.58702474,42
2821,11.58802474,42
2822,11.58902474,42
2823,11.59002474,42
2824,11.59102474,42
2825,11.59202474,43
2826,11.59302474,43
2827,11.59402474,43
2828,11.59502474,43
2829,11.59602474,43
2830,11.59702474,43
2831,11.59802474,43
2832,11.59902474,43
2833,11.60002474,43
2834,11.60102474,44
2835,11.60202474,44
2836,11.60302474,44
2837,11.60402474,44
2838,11.60502474,44
2839,11.60602474,44
2840,11.60702474,44
2841,11.60802474,45
2842,11.60902474,45
2843,11.61002474,45
2844,11.61102474,46
2845,11.61202474,46
2846,11.61302474,46
2847,11.61402474,46
2848,11.61502474,46
2849,11.61602474,46
2850,11.61702474,46
2851,11.61802474,46
2852,11.61902474,46
2853,11.62002474,47
2854,11.62102474,47
2855,11.62202474,47
2856,11.62302474,47
2857,11.62402474,47
2858,11.62502474,47
2859,11.62602474,48
2860,11.62702474,48
2861,11.62802474,48
2862,11.62902474,49
2863,11.63002474,49
2864,11.63102474,49
2865,11.63202474,49
2866,11.63302474,49
2867,11.63402474,49
2868,11.63502474,49
2869,11.63602474,49
2870,11.63702474,49
2871,11.63802474,49
2872,11.63902474,49
2873,11.64002474,49
2874,11.64102474,49
2875,11.64202474,50
2876,11.64302474,50
2877,11.64402474,50
2878,11.64502474,51
2879,11.64602474,51
2880,11.64702474,51
2881,11.64802474,51
2882,11.64902474,51
2883,11.65002474,51
2884,11.65102474,51
2885,11.65202474,51
2886,11.65302474,51
2887,11.65402474,51
2888,11.65502474,51
2889,11.65602474,51
2890,11.65702474,51
2891,11.65802474,51
2892,11.65902474,51
2893,11.66002474,51
2894,11.66102474,51
2895,11.66202474,51
2896,11.66302474,51
2897,11.66402474,51
2898,11.66502474,51
2899,11.66602474,51
2900,11.66702474,51
2901,11.66802474,51
2902,11.66902474,51
2903,11.67002474,51
2904,11.67102474,51
2905,11.67202474,51
2906,11.67302474,51
2907,11.67402474,51
2908,11.67502474,51
2909,11.67602474,51
2910,11.67702474,51
2911,11.67802474,51
2912,11.67902474,51
2913,11.68002474,51
2914,11.68102474,51
2915,11.68202474,51
2916,11.68302474,51
2917,11.68402474,51
2918,11.68502474,51
2919,11.68602474,51
2920,11.68702474,51
2921,11.68802474,51
2922,11.68902474,51
2923,11.69002474,51
2924,11.69102474,51
2925,11.69202474,51
2926,11.69302474,51
2927,11.69402474,51
2928,11.69502474,52
2929,11.69602474,52
2930,11.69702474,52
2931,11.69802474,52
2932,11.69902474,52
2933,11.70002474,52
2934,11.70102474,52
2935,11.70202474,52
2936,11.70302474,52
2937,11.70402474,52
2938,11.70502474,52
2939,11.70602474,52
2940,11.70702474,52
2941,11.70802474,52
2942,11.70902474,52
2943,11.71002474,52
2944,11.71102474,52
2945,11.71202474,52
2946,11.71302474,52
2947,11.71402474,52
2948,11.71502474,52
2949,11.71602474,52
2950,11.71702474,52
2951,11.71802474,52
2952,11.71902474,52
2953,11.72002474,52
2954,11.72102474,52
2955,11.72202474,52
2956,11.72302474,52
2957,11.72402474,52
2958,11.72502474,52
2959,11.72602474,52
2960,11.72702474,52
2961,11.72802474,52
2962,11.72902474,52
2963,11.73002474,52
2964,11.73102474,52
2965,11.73202474,52
2966,11.73302474,52
2967,11.73402474,52
2968,11.73502474,52
2969,11.73602474,52
2970,11.73702474,52
2971,11.73802474,53
2972,11.73902474,53
2973,11.74002474,53
2974,11.74102474,53
2975,11.74202474,53
2976,11.74302474,53
2977,11.74402474,53
2978,11.74502474,53
2979,11.74602474,53
2980,11.74702474,53
2981,11.74802474,53
2982,11.74902474,53
2983,11.75002474,53
2984,11.75102474,53
2985,11.75202474,53
2986,11.75302474,53
2987,11.75402474,53
2988,11.75502474,53
2989,11.75602474,53
2990,11.75702474,53
2991,11.75802474,53
2992,11.75902474,53
2993,11.76002474,53
2994,11.76102474,53
2995,11.76202474,53
2996,11.76302474,53
2997,11.76402474,53
2998,11.76502474,53
2999,11.76602474,53
3000,11.76702474,53
3001,11.76802474,53
3002,11.76902474,53
3003,11.77002474,53
3004,11.77102474,53
3005,11.77202474,53
3006,11.77302474,53
3007,11.77402474,53
3008,11.77502474,53
3009,11.77602474,53
3010,11.77702474,53
3011,11.77802474,53
3012,11.77902474,53
3013,11.78002474,53
3014,11.78102474,53
3015,11.78202474,53
3016,11.78302474,53
3017,11.78402474,53
3018,11.78502474,53
3019,11.78602474,53
3020,11.78702474,53
3021,11.78802474,53
3022,11.78902474,53
3023,11.79002474,53
3024,11.79102474,53
3025,11.79202474,53
3026,11.79302474,53
3027,11.79402474,53
3028,11.79502474,53
3029,11.79602474,53
3030,11.79702474,53
3031,11.79802474,53
3032,11.79902474,53
3033,11.80002474,54
3034,11.80102474,54
3035,11.80202474,54
3036,11.80302474,54
3037,11.80402474,54
3038,11.80502474,54
3039,11.80602474,54
3040,11.80702474,54
3041,11.80802474,54
3042,11.80902474,54
3043,11.81002474,54
3044,11.81102474,54
3045,11.81202474,54
3046,11.81302474,55
3047,11.81402474,55
3048,11.81502474,55
3049,11.81602474,55
3050,11.81702474,55
3051,11.81802474,55
3052,11.81902474,55
3053,11.82002474,55
3054,11.82102474,55
3055,11.82202474,55
3056,11.82302474,55
3057,11.82402474,55
3058,11.82502474,55
3059,11.82602474,55
3060,11.82702474,55
3061,11.82802474,55
3062,11.82902474,55
3063,11.83002474,55
3064,11.83102474,55
3065,11.83202474,55
3066,11.83302474,55
3067,11.83402474,55
3068,11.83502474,55
3069,11.83602474,55
3070,11.83702474,55
3071,11.83802474,55
3072,11.83902474,55
3073,11.84002474,55
3074,11.84102474,55
3075,11.84202474,55
3076,11.84302474,55
3077,11.84402474,55
3078,11.84502474,55
3079,11.84602474,55
3080,11.84702474,55
3081,11.84802474,55
3082,11.84902474,55
3083,11.85002474,55
3084,11.85102474,55
3085,11.85202474,55
3086,11.85302474,55
3087,11.85402474,55
3088,11.85502474,55
3089,11.85602474,55
3090,11.85702474,55
3091,11.85802474,55
3092,11.85902474,55
3093,11.86002474,55
3094,11.86102474,55
3095,11.86202474,55
3096,11.86302474,55
3097,11.86402474,55
3098,11.86502474,55
3099,11.86602474,55
3100,11.86702474,55
3101,11.86802474,55
3102,11.86902474,55
3103,11.87002474,55
3104,11.87102474,55
3105,11.87202474,55
3106,11.87302474,57
3107,11.87402474,57
3108,11.87502474,57
3109,11.87602474,57
3110,11.87702474,57
3111,11.87802474,57
3112,11.87902474,57
3113,11.88002474,57
3114,11.88102474,57
3115,11.88202474,57
3116,11.88302474,57
3117,11.88402474,57
3118,11.88502474,57
3119,11.88602474,57
3120,11.88702474,57
3121,11.88802474,57
3122,11.88902474,57
3123,11.89002474,57
3124,11.89102474,57
3125,11.89202474,57
3126,11.89302474,57
3127,11.89402474,57
3128,11.89502474,57
3129,11.89602474,57
3130,11.89702474,57
3131,11.89802474,57
3132,11.89902474,57
3133,11.90002474,57
3134,11.90102474,57
3135,11.90202474,57
3136,11.90302474,57
3137,11.90402474,57
3138,11.90502474,57
3139,11.90602474,57
3140,11.90702474,57
3141,11.90802474,57
3142,11.90902474,58
3143,11.91002474,58
3144,11.91102474,59
3145,11.91202474,59
3146,11.91302474,59
3147,11.91402474,59
3148,11.91502474,59
3149,11.91602474,59
3150,11.91702474,59
3151,11.91802474,59
3152,11.91902474,59
3153,11.92002474,59
3154,11.92102474,60
3155,11.92202474,60
3156,11.92302474,60
3157,11.92402474,60
3158,11.92502474,60
3159,11.92602474,60
3160,11.92702474,60
3161,11.92802474,60
3162,11.92902474,60
3163,11.93002474,60
3164,11.93102474,60
3165,11.93202474,60
3166,11.93302474,60
3167,11.93402474,60
3168,11.93502474,60
3169,11.93602474,60
3170,11.93702474,60
3171,11.93802474,60
3172,11.93902474,60
3173,11.94002474,60
3174,11.94102474,60
3175,11.94202474,60
3176,11.94302474,60
3177,11.94402474,60
3178,11.94502474,61
3179,11.94602474,61
3180,11.94702474,61
3181,11.94802474,61
3182,11.94902474,61
3183,11.95002474,61
3184,11.95102474,61
3185,11.95202474,61
3186,11.95302474,61
3187,11.95402474,61
3188,11.95502474,61
3189,11.95602474,61
3190,11.95702474,61
3191,11.95802474,61
3192,11.95902474,61
3193,11.96002474,61
3194,11.96102474,61
3195,11.96202474,61
3196,11.96302474,61
3197,11.96402474,61
3198,11.96502474,61
3199,11.96602474,61
3200,11.96702474,61
3201,11.96802474,61
3202,11.96902474,61
3203,11.97002474,61
3204,11.97102474,61
3205,11.97202474,61
3206,11.97302474,61
3207,11.97402474,62
3208,11.97502474,62
3209,11.97602474,62
3210,11.97702474,62
3211,11.97802474,62
3212,11.97902474,62
3213,11.98002474,62
3214,11.98102474,62
3215,11.98202474,62
3216,11.98302474,62
3217,11.98402474,62
3218,11.98502474,62
3219,11.98602474,62
3220,11.98702474,62
3221,11.98802474,63
3222,11.98902474,63
3223,11.99002474,63
3224,11.99102474,63
3225,11.99202474,63
3226,11.99302474,63
3227,11.99402474,63
3228,11.99502474,63
3229,11.99602474,63
3230,11.99702474,63
3231,11.99802474,63
3232,11.99902474,63
3233,12.00002474,64
3234,12.00102474,64
3235,12.00202474,64
3236,12.00302474,64
3237,12.00402474,64
3238,12.00502474,64
3239,12.00602474,64
3240,12.00702474,64
3241,12.00802474,64
3242,12.00902474,64
3243,12.01002474,64
3244,12.01102474,64
3245,12.01202474,64
3246,12.01302474,64
3247,12.01402474,64
3248,12.01502474,64
3249,12.01602474,64
3250,12.01702474,64
3251,12.01802474,64
3252,12.01902474,64
3253,12.02002474,64
3254,12.02102474,64
3255,12.02202474,64
3256,12.02302474,65
3257,12.02402474,65
3258,12.02502474,65
3259,12.02602474,65
3260,12.02702474,65
3261,12.02802474,65
3262,12.02902474,65
3263,12.03002474,65
3264,12.03102474,65
3265,12.03202474,65
3266,12.03302474,66
3267,12.03402474,66
3268,12.03502474,66
3269,12.03602474,66
3270,12.03702474,66
3271,12.03802474,66
3272,12.03902474,66
3273,12.04002474,66
3274,12.04102474,66
3275,12.04202474,66
3276,12.04302474,66
3277,12.04402474,66
3278,12.04502474,66
3279,12.04602474,66
3280,12.04702474,66
3281,12.04802474,66
3282,12.04902474,66
3283,12.05002474,66
3284,12.05102474,66
3285,12.05202474,66
3286,12.05302474,66
3287,12.05402474,66
3288,12.05502474,66
3289,12.05602474,66
3290,12.05702474,66
3291,12.05802474,66
3292,12.05902474,66
3293,12.06002474,66
3294,12.06102474,66
3295,12.06202474,66
3296,12.06302474,66
3297,12.06402474,66
3298,12.06502474,66
3299,12.06602474,66
3300,12.06702474,66
3301,12.06802474,66
3302,12.06902474,66
3303,12.07002474,66
3304,12.07102474,67
3305,12.07202474,67
3306,12.07302474,67
3307,12.07402474,67
3308,12.07502474,67
3309,12.07602474,67
3310,12.07702474,67
3311,12.07802474,67
3312,12.07902474,67
3313,12.08002474,67
3314,12.08102474,67
3315,12.08202474,67
3316,12.08302474,67
3317,12.08402474,67
3318,12.08502474,67
3319,12.08602474,67
3320,12.08702474,67
3321,12.08802474,67
3322,12.08902474,67
3323,12.09002474,67
3324,12.09102474,67
3325,12.09202474,67
3326,12.09302474,67
3327,12.09402474,67
3328,12.09502474,67
3329,12.09602474,67
3330,12.09702474,67
3331,12.09802474,67
3332,12.09902474,67
3333,12.10002474,67
3334,12.10102474,67
3335,12.10202474,67
3336,12.10302474,67
3337,12.10402474,67
3338,12.10502474,67
3339,12.10602474,67
3340,12.10702474,67
3341,12.10802474,67
3342,12.10902474,67
3343,12.11002474,67
3344,12.11102474,67
3345,12.11202474,67
3346,12.11302474,67
3347,12.11402474,67
3348,12.11502474,67
3349,12.11602474,67
3350,12.11702474,67
3351,12.11802474,67
3352,12.11902474,68
3353,12.12002474,68
3354,12.12102474,68
3355,12.12202474,68
3356,12.12302474,68
3357,12.12402474,68
3358,12.12502474,68
3359,12.12602474,68
3360,12.12702474,68
3361,12.12802474,68
3362,12.12902474,68
3363,12.13002474,68
3364,12.13102474,68
3365,12.13202474,68
3366,12.13302474,68
3367,12.13402474,68
3368,12.13502474,68
3369,12.13602474,68
3370,12.13702474,68
3371,12.13802474,69
3372,12.13902474,69
3373,12.14002474,69
3374,12.14102474,69
3375,12.14202474,69
3376,12.14302474,69
3377,12.14402474,70
3378,12.14502474,70
3379,12.14602474,70
3380,12.14702474,70
3381,12.14802474,70
3382,12.14902474,71
3383,12.15002474,71
3384,12.15102474,71
3385,12.15202474,71
3386,12.15302474,71
3387,12.15402474,71
3388,12.15502474,71
3389,12.15602474,71
3390,12.15702474,71
3391,12.15802474,71
3392,12.15902474,71
3393,12.16002474,71
3394,12.16102474,71
3395,12.16202474,71
3396,12.16302474,71
3397,12.16402474,71
3398,12.16502474,71
3399,12.16602474,71
3400,12.16702474,71
3401,12.16802474,71
3402,12.16902474,71
3403,12.17002474,71
3404,12.17102474,71
3405,12.17202474,71
3406,12.17302474,71
3407,12.17402474,71
3408,12.17502474,71
3409,12.17602474,71
3410,12.17702474,71
3411,12.17802474,71
3412,12.17902474,71
3413,12.18002474,71
3414,12.18102474,71
3415,12.18202474,71
3416,12.18302474,71
3417,12.18402474,71
3418,12.18502474,71
3419,12.18602474,71
3420,12.18702474,71
3421,12.18802474,71
3422,12.18902474,71
3423,12.19002474,71
3424,12.19102474,71
3425,12.19202474,71
3426,12.19302474,71
3427,12.19402474,71
3428,12.19502474,71
3429,12.19602474,71
3430,12.19702474,71
3431,12.19802474,71
3432,12.19902474,71
3433,12.20002474,71
3434,12.20102474,71
3435,12.20202474,71
3436,12.20302474,71
3437,12.20402474,71
3438,12.20502474,71
3439,12.20602474,71
3440,12.20702474,71
3441,12.20802474,71
3442,12.20902474,71
3443,12.21002474,71
3444,12.21102474,71
3445,12.21202474,71
3446,12.21302474,71
3447,12.21402474,72
3448,12.21502474,72
3449,12.21602474,72
3450,12.21702474,72
3451,12.21802474,72
3452,12.21902474,72
3453,12.22002474,72
3454,12.22102474,72
3455,12.22202474,72
3456,12.22302474,72
3457,12.22402474,72
3458,12.22502474,72
3459,12.22602474,72
3460,12.22702474,72
3461,12.22802474,72
3462,12.22902474,72
3463,12.23002474,72
3464,12.23102474,72
3465,12.23202474,72
3466,12.23302474,72
3467,12.23402474,72
3468,12.23502474,72
3469,12.23602474,72
3470,12.23702474,72
3471,12.23802474,72
3472,12.23902474,72
3473,12.24002474,72
3474,12.24102474,72
3475,12.24202474,72
3476,12.24302474,72
3477,12.24402474,72
3478,12.24502474,72
3479,12.24602474,72
3480,12.24702474,72
3481,12.24802474,72
3482,12.24902474,72
3483,12.25002474,72
3484,12.25102474,72
3485,12.25202474,72
3486,12.25302474,72
3487,12.25402474,72
3488,12.25502474,72
3489,12.25602474,72
3490,12.25702474,72
3491,12.25802474,72
3492,12.25902474,72
3493,12.26002474,72
3494,12.26102474,72
3495,12.26202474,72
3496,12.26302474,72
3497,12.26402474,72
3498,12.26502474,72
3499,12.26602474,72
3500,12.26702474,72
3501,12.26802474,72
3502,12.26902474,72
3503,12.27002474,72
3504,12.27102474,72
3505,12.27202474,72
3506,12.27302474,72
3507,12.27402474,72
3508,12.27502474,72
3509,12.27602474,72
3510,12.27702474,72
3511,12.27802474,73
3512,12.27902474,73
3513,12.28002474,73
3514,12.28102474,73
3515,12.28202474,73
3516,12.28302474,73
3517,12.28402474,73
3518,12.28502474,73
3519,12.28602474,73
3520,12.28702474,73
3521,12.28802474,73
3522,12.28902474,73
3523,12.29002474,73
3524,12.29102474,73
3525,12.29202474,73
3526,12.29302474,73
3527,12.29402474,73
3528,12.29502474,73
3529,12.29602474,73
3530,12.29702474,73
3531,12.29802474,73
3532,12.29902474,73
3533,12.30002474,73
3534,12.30102474,74
3535,12.30202474,74
3536,12.30302474,74
3537,12.30402474,74
3538,12.30502474,74
3539,12.30602474,74
3540,12.30702474,74
3541,12.30802474,74
3542,12.30902474,74
3543,12.31002474,74
3544,12.31102474,74
3545,12.31202474,74
3546,12.31302474,74
3547,12.31402474,74
3548,12.31502474,74
3549,12.31602474,74
3550,12.31702474,74
3551,12.31802474,74
3552,12.31902474,74
3553,12.32002474,74
3554,12.32102474,74
3555,12.32202474,74
3556,12.32302474,74
3557,12.32402474,74
3558,12.32502474,74
3559,12.32602474,74
3560,12.32702474,74
3561,12.32802474,74
3562,12.32902474,74
3563,12.33002474,74
3564,12.33102474,74
3565,12.33202474,74
3566,12.33302474,74
3567,12.33402474,74
3568,12.33502474,74
3569,12.33602474,74
3570,12.33702474,74
3571,12.33802474,74
3572,12.33902474,74
3573,12.34002474,74
3574,12.34102474,74
3575,12.34202474,74
3576,12.34302474,74
3577,12.34402474,74
3578,12.34502474,74
3579,12.34602474,74
3580,12.34702474,74
3581,12.34802474,75
3582,12.34902474,75
3583,12.35002474,75
3584,12.35102474,75
3585,12.35202474,75
3586,12.35302474,75
3587,12.35402474,75
3588,12.35502474,75
3589,12.35602474,75
3590,12.35702474,75
3591,12.35802474,75
3592,12.35902474,75
3593,12.36002474,75
3594,12.36102474,75
3595,12.36202474,75
3596,12.36302474,75
3597,12.36402474,75
3598,12.36502474,75
3599,12.36602474,75
3600,12.36702474,75
3601,12.36802474,75
3602,12.36902474,75
3603,12.37002474,75
3604,12.37102474,75
3605,12.37202474,75
3606,12.37302474,75
3607,12.37402474,75
3608,12.37502474,75
3609,12.37602474,76
3610,12.37702474,76
3611,12.37802474,76
3612,12.37902474,76
3613,12.38002474,76
3614,12.38102474,76
3615,12.38202474,76
3616,12.38302474,76
3617,12.38402474,76
3618,12.38502474,77
3619,12.38602474,77
3620,12.38702474,77
3621,12.38802474,77
3622,12.38902474,78
3623,12.39002474,78
3624,12.39102474,78
3625,12.39202474,78
3626,12.39302474,78
3627,12.39402474,78
3628,12.39502474,79
3629,12.39602474,79
3630,12.39702474,79
3631,12.39802474,79
3632,12.39902474,79
3633,12.40002474,79
3634,12.40102474,79
3635,12.40202474,79
3636,12.40302474,79
3637,12.40402474,79
3638,12.40502474,80
3639,12.40602474,80
3640,12.40702474,80
3641,12.40802474,80
3642,12.40902474,80
3643,12.41002474,80
3644,12.41102474,80
3645,12.41202474,80
3646,12.41302474,80
3647,12.41402474,80
3648,12.41502474,80
3649,12.41602474,80
3650,12.41702474,80
3651,12.41802474,80
3652,12.41902474,80
3653,12.42002474,80
3654,12.42102474,80
3655,12.42202474,80
3656,12.42302474,80
3657,12.42402474,80
3658,12.42502474,80
3659,12.42602474,80
3660,12.42702474,80
3661,12.42802474,80
3662,12.42902474,80
3663,12.43002474,80
3664,12.43102474,80
3665,12.43202474,80
3666,12.43302474,80
3667,12.43402474,80
3668,12.43502474,80
3669,12.43602474,80
3670,12.43702474,80
3671,12.43802474,80
3672,12.43902474,80
3673,12.44002474,80
3674,12.44102474,80
3675,12.44202474,80
3676,12.44302474,80
3677,12.44402474,80
3678,12.44502474,80
3679,12.44602474,80
3680,12.44702474,80
3681,12.44802474,80
3682,12.44902474,80
3683,12.45002474,80
3684,12.45102474,80
3685,12.45202474,80
3686,12.45302474,80
3687,12.45402474,80
3688,12.45502474,80
3689,12.45602474,80
3690,12.45702474,80
3691,12.45802474,80
3692,12.45902474,80
3693,12.46002474,80
3694,12.46102474,80
3695,12.46202474,80
3696,12.46302474,80
3697,12.46402474,80
3698,12.46502474,80
3699,12.46602474,80
3700,12.46702474,80
3701,12.46802474,80
3702,12.46902474,80
3703,12.47002474,80
3704,12.47102474,80
3705,12.47202474,80
3706,12.47302474,80
3707,12.47402474,80
3708,12.47502474,80
3709,12.47602474,80
3710,12.47702474,80
3711,12.47802474,80
3712,12.47902474,80
3713,12.48002474,81
3714,12.48102474,81
3715,12.48202474,81
3716,12.48302474,81
3717,12.48402474,81
3718,12.48502474,81
3719,12.48602474,81
3720,12.48702474,81
3721,12.48802474,81
3722,12.48902474,81
3723,12.49002474,81
3724,12.49102474,81
3725,12.49202474,81
3726,12.49302474,81
3727,12.49402474,81
3728,12.49502474,81
3729,12.49602474,81
3730,12.49702474,81
3731,12.49802474,81
3732,12.49902474,81
3733,12.50002474,81
3734,12.50102474,81
3735,12.50202474,81
3736,12.50302474,81
3737,12.50402474,81
3738,12.50502474,81
3739,12.50602474,81
3740,12.50702474,81
3741,12.50802474,81
3742,12.50902474,81
3743,12.51002474,81
3744,12.51102474,82
3745,12.51202474,82
3746,12.51302474,82
3747,12.51402474,82
3748,12.51502474,82
3749,12.51602474,82
3750,12.51702474,82
3751,12.51802474,82
3752,12.51902474,82
3753,12.52002474,82
3754,12.52102474,82
3755,12.52202474,82
3756,12.52302474,82
3757,12.52402474,82
3758,12.52502474,82
3759,12.52602474,82
3760,12.52702474,82
3761,12.52802474,82
3762,12.52902474,82
3763,12.53002474,82
3764,12.53102474,82
3765,12.53202474,82
3766,12.53302474,82
3767,12.53402474,82
3768,12.53502474,82
3769,12.53602474,82
3770,12.53702474,82
3771,12.53802474,82
3772,12.53902474,82
3773,12.54002474,82
3774,12.54102474,82
3775,12.54202474,82
3776,12.54302474,82
3777,12.54402474,82
3778,12.54502474,82
3779,12.54602474,82
3780,12.54702474,83
3781,12.54802474,83
3782,12.54902474,83
3783,12.55002474,83
3784,12.55102474,83
3785,12.55202474,83
3786,12.55302474,83
3787,12.55402474,83
3788,12.55502474,83
3789,12.55602474,83
3790,12.55702474,83
3791,12.55802474,83
3792,12.55902474,83
3793,12.56002474,83
3794,12.56102474,83
3795,12.56202474,83
3796,12.56302474,83
3797,12.56402474,83
3798,12.56502474,83
3799,12.56602474,83
3800,12.56702474,83
3801,12.56802474,83
3802,12.56902474,83
3803,12.57002474,83
3804,12.57102474,83
3805,12.57202474,83
3806,12.57302474,83
3807,12.57402474,83
3808,12.57502474,83
3809,12.57602474,83
3810,12.57702474,83
3811,12.57802474,83
3812,12.57902474,83
3813,12.58002474,83
3814,12.58102474,83
3815,12.58202474,83
3816,12.58302474,83
3817,12.58402474,83
3818,12.58502474,83
3819,12.58602474,83
3820,12.58702474,83
3821,12.58802474,83
3822,12.58902474,83
3823,12.59002474,83
3824,12.59102474,83
3825,12.59202474,83
3826,12.59302474,83
3827,12.59402474,83
3828,12.59502474,83
3829,12.59602474,83
3830,12.59702474,83
3831,12.59802474,83
3832,12.59902474,83
3833,12.60002474,84
3834,12.60102474,84
3835,12.60202474,84
3836,12.60302474,84
3837,12.60402474,84
3838,12.60502474,84
3839,12.60602474,84
3840,12.60702474,84
3841,12.60802474,84
3842,12.60902474,85
3843,12.61002474,85
3844,12.61102474,85
3845,12.61202474,85
3846,12.61302474,85
3847,12.61402474,85
3848,12.61502474,85
3849,12.61602474,85
3850,12.61702474,85
3851,12.61802474,85
3852,12.61902474,85
3853,12.62002474,85
3854,12.62102474,85
3855,12.62202474,85
3856,12.62302474,85
3857,12.62402474,85
3858,12.62502474,85
3859,12.62602474,85
3860,12.62702474,85
3861,12.62802474,85
3862,12.62902474,85
3863,12.63002474,85
3864,12.63102474,85
3865,12.63202474,85
3866,12.63302474,85
3867,12.63402474,85
3868,12.63502474,85
3869,12.63602474,85
3870,12.63702474,85
3871,12.63802474,86
3872,12.63902474,86
3873,12.64002474,86
3874,12.64102474,86
3875,12.64202474,86
3876,12.64302474,86
3877,12.64402474,86
3878,12.64502474,86
3879,12.64602474,87
3880,12.64702474,87
3881,12.64802474,87
3882,12.64902474,87
3883,12.65002474,87
3884,12.65102474,87
3885,12.65202474,87
3886,12.65302474,87
3887,12.65402474,87
3888,12.65502474,87
3889,12.65602474,87
3890,12.65702474,87
3891,12.65802474,87
