,x1,y1,Mean,Mean_uncer,sigma,sigma_uncer,A,A_uncer
747,2300,3800,3412.217317,0.122268307,12.57138644,0.014959129,309.9256206,6.817934089
748,1900,3900,3418.238582,0.053977665,8.481607925,0.002914473,443.5874002,5.977485782
749,2000,3900,3413.977753,0.071056585,8.387668581,0.005046992,466.8313931,11.72707031
750,2100,3900,3412.787423,0.0705955,9.346915273,0.004984954,410.7536981,7.209307076
751,2200,3900,3412.975209,0.066206323,10.61193369,0.004424777,359.3510567,3.795932488
752,2300,3900,3411.504126,0.104461067,12.91666611,0.01091791,301.3997164,4.45960489
753,1900,4000,3415.396715,0.057803071,8.180360185,0.003338953,484.1191107,8.942983296
754,2000,4000,3412.364082,0.055892372,8.510150033,0.003119212,460.7072354,6.809320627
755,2100,4000,3412.750744,0.078573235,9.459310527,0.006201558,396.2764828,8.220376673
756,2200,4000,3411.275637,0.073835566,10.38251874,0.005452393,367.6976629,5.128335913
757,2300,4000,3410.452789,0.100838079,13.21101633,0.010108363,290.8110016,3.666571822
758,1900,4100,3415.941248,0.066986747,9.09623262,0.004488667,410.5399968,6.855484434
759,2000,4100,3411.976459,0.068158491,9.198783355,0.004656056,415.3123811,7.106362893
760,2100,4100,3410.124948,0.077333219,9.796833931,0.005968555,398.4530633,7.419553395
761,2200,4100,3410.274086,0.093778445,11.780438,0.008773603,326.5935058,5.062934176
762,2300,4100,3409.698823,0.110422122,15.19012596,0.012188599,253.9699281,2.545749662
763,1900,4200,3413.052601,0.072237769,10.04036235,0.005204299,388.7141198,5.834810255
764,2000,4200,3409.700579,0.082960393,9.91677694,0.006874332,395.9548638,8.214886066
765,2100,4200,3409.947101,0.082648955,11.59481547,0.006860945,326.4521963,4.094590327
